,Unnamed: 0,song_names,song_ids,duration,song_urls,artists,added_at,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
107,107,Flaws And Sins,0flSGzqHO12p9fU9kqaHGE,218348,https://open.spotify.com/track/0flSGzqHO12p9fU9kqaHGE,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4MCBfE4596Uoi2O4DtmEMz'}, 'href': 'https://api.spotify.com/v1/artists/4MCBfE4596Uoi2O4DtmEMz', 'id': '4MCBfE4596Uoi2O4DtmEMz', 'name': 'Juice WRLD', 'type': 'artist', 'uri': 'spotify:artist:4MCBfE4596Uoi2O4DtmEMz'}]",2022-07-28T14:28:54Z,0.709,0.662,8,-4.55,0.0767,0.00966,0.0,0.108,0.439,150.047
110,110,edamame (feat. Rich Brian),5rW7qTn83sCKtqBoneJs63,133706,https://open.spotify.com/track/5rW7qTn83sCKtqBoneJs63,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/41X1TR6hrK8Q2ZCpp2EqCz'}, 'href': 'https://api.spotify.com/v1/artists/41X1TR6hrK8Q2ZCpp2EqCz', 'id': '41X1TR6hrK8Q2ZCpp2EqCz', 'name': 'bbno$', 'type': 'artist', 'uri': 'spotify:artist:41X1TR6hrK8Q2ZCpp2EqCz'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/2IDLDx25HU1nQMKde4n61a'}, 'href': 'https://api.spotify.com/v1/artists/2IDLDx25HU1nQMKde4n61a', 'id': '2IDLDx25HU1nQMKde4n61a', 'name': 'Rich Brian', 'type': 'artist', 'uri': 'spotify:artist:2IDLDx25HU1nQMKde4n61a'}]",2022-07-26T00:57:27Z,0.815,0.849,4,-4.704,0.114,0.0229,0.000176,0.026,0.685,106.035
145,145,Toxicity,5jnJsaFikGCKyuqNP9gcwI,126967,https://open.spotify.com/track/5jnJsaFikGCKyuqNP9gcwI,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1lzugG0lqNh9nP6Fp2zG3c'}, 'href': 'https://api.spotify.com/v1/artists/1lzugG0lqNh9nP6Fp2zG3c', 'id': '1lzugG0lqNh9nP6Fp2zG3c', 'name': 'Global Dan', 'type': 'artist', 'uri': 'spotify:artist:1lzugG0lqNh9nP6Fp2zG3c'}]",2022-07-18T15:33:35Z,0.694,0.702,2,-6.342,0.0396,0.0504,0.0,0.154,0.645,154.913
153,153,Reminds Me Of You,5YSHygGN9D0mID1NsVd5my,158032,https://open.spotify.com/track/5YSHygGN9D0mID1NsVd5my,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4MCBfE4596Uoi2O4DtmEMz'}, 'href': 'https://api.spotify.com/v1/artists/4MCBfE4596Uoi2O4DtmEMz', 'id': '4MCBfE4596Uoi2O4DtmEMz', 'name': 'Juice WRLD', 'type': 'artist', 'uri': 'spotify:artist:4MCBfE4596Uoi2O4DtmEMz'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/2tIP7SsRs7vjIcLrU85W8J'}, 'href': 'https://api.spotify.com/v1/artists/2tIP7SsRs7vjIcLrU85W8J', 'id': '2tIP7SsRs7vjIcLrU85W8J', 'name': 'The Kid LAROI', 'type': 'artist', 'uri': 'spotify:artist:2tIP7SsRs7vjIcLrU85W8J'}]",2022-07-18T13:02:09Z,0.613,0.631,4,-6.965,0.12,0.0663,0.0,0.169,0.33,149.992
156,156,Rich And Blind,6QNFQJKlZUKr0xlGZ74CZJ,228720,https://open.spotify.com/track/6QNFQJKlZUKr0xlGZ74CZJ,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4MCBfE4596Uoi2O4DtmEMz'}, 'href': 'https://api.spotify.com/v1/artists/4MCBfE4596Uoi2O4DtmEMz', 'id': '4MCBfE4596Uoi2O4DtmEMz', 'name': 'Juice WRLD', 'type': 'artist', 'uri': 'spotify:artist:4MCBfE4596Uoi2O4DtmEMz'}]",2022-07-18T13:02:05Z,0.638,0.624,10,-5.37,0.0798,0.0102,0.0,0.0944,0.445,159.937
205,205,the idea,6VN3dKYTClhY5eYQEnBehr,203972,https://open.spotify.com/track/6VN3dKYTClhY5eYQEnBehr,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2cFrymmkijnjDg9SS92EPM'}, 'href': 'https://api.spotify.com/v1/artists/2cFrymmkijnjDg9SS92EPM', 'id': '2cFrymmkijnjDg9SS92EPM', 'name': 'blackbear', 'type': 'artist', 'uri': 'spotify:artist:2cFrymmkijnjDg9SS92EPM'}]",2022-07-08T16:52:52Z,0.634,0.818,7,-3.576,0.0274,0.000823,0.0,0.166,0.485,109.03
235,235,Kokoroyohou,1pjXUZFaDSgf9wV1X76aXw,199995,https://open.spotify.com/track/1pjXUZFaDSgf9wV1X76aXw,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/58oPVy7oihAEXE0Ott6JOf'}, 'href': 'https://api.spotify.com/v1/artists/58oPVy7oihAEXE0Ott6JOf', 'id': '58oPVy7oihAEXE0Ott6JOf', 'name': 'Eve', 'type': 'artist', 'uri': 'spotify:artist:58oPVy7oihAEXE0Ott6JOf'}]",2022-06-26T23:01:37Z,0.718,0.831,3,-3.213,0.0758,0.116,0.0,0.305,0.761,142.942
238,238,Inochi No Tabekata,0maSUktGFelOHPjTP8c1Kd,224218,https://open.spotify.com/track/0maSUktGFelOHPjTP8c1Kd,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/58oPVy7oihAEXE0Ott6JOf'}, 'href': 'https://api.spotify.com/v1/artists/58oPVy7oihAEXE0Ott6JOf', 'id': '58oPVy7oihAEXE0Ott6JOf', 'name': 'Eve', 'type': 'artist', 'uri': 'spotify:artist:58oPVy7oihAEXE0Ott6JOf'}]",2022-06-26T13:58:09Z,0.541,0.823,6,-4.734,0.055,0.0073,1.82e-05,0.251,0.553,143.037
239,239,Bubble (feat. Uta),13EtMetztrji5zrka6Uzd3,226874,https://open.spotify.com/track/13EtMetztrji5zrka6Uzd3,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/58oPVy7oihAEXE0Ott6JOf'}, 'href': 'https://api.spotify.com/v1/artists/58oPVy7oihAEXE0Ott6JOf', 'id': '58oPVy7oihAEXE0Ott6JOf', 'name': 'Eve', 'type': 'artist', 'uri': 'spotify:artist:58oPVy7oihAEXE0Ott6JOf'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/4pkAI4ZpW8IhBWEEbjHq81'}, 'href': 'https://api.spotify.com/v1/artists/4pkAI4ZpW8IhBWEEbjHq81', 'id': '4pkAI4ZpW8IhBWEEbjHq81', 'name': 'Uta', 'type': 'artist', 'uri': 'spotify:artist:4pkAI4ZpW8IhBWEEbjHq81'}]",2022-06-26T13:53:28Z,0.541,0.803,5,-4.725,0.033,0.0134,0.0,0.101,0.442,146.0
243,243,金字塔,02HNBwIheiZAuzC8p1QBPn,207733,https://open.spotify.com/track/02HNBwIheiZAuzC8p1QBPn,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/7rpKUJ0AnklJ8q9nIPVSpZ'}, 'href': 'https://api.spotify.com/v1/artists/7rpKUJ0AnklJ8q9nIPVSpZ', 'id': '7rpKUJ0AnklJ8q9nIPVSpZ', 'name': 'Reol', 'type': 'artist', 'uri': 'spotify:artist:7rpKUJ0AnklJ8q9nIPVSpZ'}]",2022-06-26T13:23:56Z,0.743,0.812,6,-3.528,0.0445,0.0244,5.79e-05,0.0892,0.641,127.992
253,253,404 not found,2BY5fNHmpjV797ByjLX4I7,244906,https://open.spotify.com/track/2BY5fNHmpjV797ByjLX4I7,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/7rpKUJ0AnklJ8q9nIPVSpZ'}, 'href': 'https://api.spotify.com/v1/artists/7rpKUJ0AnklJ8q9nIPVSpZ', 'id': '7rpKUJ0AnklJ8q9nIPVSpZ', 'name': 'Reol', 'type': 'artist', 'uri': 'spotify:artist:7rpKUJ0AnklJ8q9nIPVSpZ'}]",2022-06-26T12:44:24Z,0.628,0.967,9,-2.62,0.0908,0.00777,5.09e-05,0.338,0.744,140.045
255,255,Ms.CONTROL,09oabCfaOPGGXpyoAHxrXK,190360,https://open.spotify.com/track/09oabCfaOPGGXpyoAHxrXK,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/7rpKUJ0AnklJ8q9nIPVSpZ'}, 'href': 'https://api.spotify.com/v1/artists/7rpKUJ0AnklJ8q9nIPVSpZ', 'id': '7rpKUJ0AnklJ8q9nIPVSpZ', 'name': 'Reol', 'type': 'artist', 'uri': 'spotify:artist:7rpKUJ0AnklJ8q9nIPVSpZ'}]",2022-06-26T12:37:18Z,0.483,0.972,9,-4.182,0.159,0.0145,0.00019,0.295,0.61,150.026
256,256,Nd60,2PxrSoQiYfGf1VgvN30UDd,241106,https://open.spotify.com/track/2PxrSoQiYfGf1VgvN30UDd,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/7rpKUJ0AnklJ8q9nIPVSpZ'}, 'href': 'https://api.spotify.com/v1/artists/7rpKUJ0AnklJ8q9nIPVSpZ', 'id': '7rpKUJ0AnklJ8q9nIPVSpZ', 'name': 'Reol', 'type': 'artist', 'uri': 'spotify:artist:7rpKUJ0AnklJ8q9nIPVSpZ'}]",2022-06-26T12:31:27Z,0.801,0.889,7,-2.335,0.0613,0.0611,0.000163,0.182,0.752,128.024
259,259,Raison Detre,7dOGSR13vk5532IuIgKO4T,222245,https://open.spotify.com/track/7dOGSR13vk5532IuIgKO4T,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/58oPVy7oihAEXE0Ott6JOf'}, 'href': 'https://api.spotify.com/v1/artists/58oPVy7oihAEXE0Ott6JOf', 'id': '58oPVy7oihAEXE0Ott6JOf', 'name': 'Eve', 'type': 'artist', 'uri': 'spotify:artist:58oPVy7oihAEXE0Ott6JOf'}]",2022-06-26T12:14:06Z,0.54,0.802,2,-4.085,0.0473,0.000103,7.43e-06,0.179,0.553,152.018
265,265,灯火,0YdCBegk4nNMCOeuiY5L0k,178892,https://open.spotify.com/track/0YdCBegk4nNMCOeuiY5L0k,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2IUl3m1H1EQ7QfNbNWvgru'}, 'href': 'https://api.spotify.com/v1/artists/2IUl3m1H1EQ7QfNbNWvgru', 'id': '2IUl3m1H1EQ7QfNbNWvgru', 'name': 'Vaundy', 'type': 'artist', 'uri': 'spotify:artist:2IUl3m1H1EQ7QfNbNWvgru'}]",2022-06-24T14:21:16Z,0.627,0.67,4,-6.619,0.0368,0.0418,0.00213,0.0818,0.537,110.004
283,283,again,6jBNUlTbv3fyn5t4izsdMa,255213,https://open.spotify.com/track/6jBNUlTbv3fyn5t4izsdMa,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5WBO8UyOuJ1l7ZBqqBimpO'}, 'href': 'https://api.spotify.com/v1/artists/5WBO8UyOuJ1l7ZBqqBimpO', 'id': '5WBO8UyOuJ1l7ZBqqBimpO', 'name': 'YUI', 'type': 'artist', 'uri': 'spotify:artist:5WBO8UyOuJ1l7ZBqqBimpO'}]",2022-06-19T05:22:56Z,0.62,0.836,4,-4.27,0.0354,0.0427,0.0,0.337,0.546,140.073
286,286,夜に駆ける,3dPtXHP0oXQ4HCWHsOA9js,261013,https://open.spotify.com/track/3dPtXHP0oXQ4HCWHsOA9js,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/64tJ2EAv1R6UaZqc4iOCyj'}, 'href': 'https://api.spotify.com/v1/artists/64tJ2EAv1R6UaZqc4iOCyj', 'id': '64tJ2EAv1R6UaZqc4iOCyj', 'name': 'YOASOBI', 'type': 'artist', 'uri': 'spotify:artist:64tJ2EAv1R6UaZqc4iOCyj'}]",2022-06-19T05:22:53Z,0.67,0.874,8,-5.221,0.0305,0.00231,1.72e-05,0.3,0.789,130.041
301,301,HERO,7C4pZa37R3hTIA4NWzbj9W,200413,https://open.spotify.com/track/7C4pZa37R3hTIA4NWzbj9W,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2IUl3m1H1EQ7QfNbNWvgru'}, 'href': 'https://api.spotify.com/v1/artists/2IUl3m1H1EQ7QfNbNWvgru', 'id': '2IUl3m1H1EQ7QfNbNWvgru', 'name': 'Vaundy', 'type': 'artist', 'uri': 'spotify:artist:2IUl3m1H1EQ7QfNbNWvgru'}]",2022-06-19T05:22:32Z,0.555,0.789,7,-5.977,0.0475,0.000749,0.000184,0.0974,0.61,110.021
306,306,unravel,0GLyqTysS0DFoeKjURtB8s,238360,https://open.spotify.com/track/0GLyqTysS0DFoeKjURtB8s,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3B9O5mYYw89fFXkwKh7jCS'}, 'href': 'https://api.spotify.com/v1/artists/3B9O5mYYw89fFXkwKh7jCS', 'id': '3B9O5mYYw89fFXkwKh7jCS', 'name': 'TK from Ling tosite sigure', 'type': 'artist', 'uri': 'spotify:artist:3B9O5mYYw89fFXkwKh7jCS'}]",2022-06-19T05:22:22Z,0.507,0.889,7,-2.755,0.086,0.0495,0.0,0.0983,0.333,135.021
335,335,El Dorado,3p94RpSxQdZocUfrzpemmm,136000,https://open.spotify.com/track/3p94RpSxQdZocUfrzpemmm,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5yw4tA8D5uG7tT3NaDvq10'}, 'href': 'https://api.spotify.com/v1/artists/5yw4tA8D5uG7tT3NaDvq10', 'id': '5yw4tA8D5uG7tT3NaDvq10', 'name': 'Stellar', 'type': 'artist', 'uri': 'spotify:artist:5yw4tA8D5uG7tT3NaDvq10'}]",2022-06-16T22:08:37Z,0.744,0.714,9,-6.09,0.0333,0.132,0.0,0.262,0.614,119.964
342,342,Everytime We Touch,5YJtMNWKe55yr49cyJgxva,197124,https://open.spotify.com/track/5YJtMNWKe55yr49cyJgxva,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0N0d3kjwdY2h7UVuTdJGfp'}, 'href': 'https://api.spotify.com/v1/artists/0N0d3kjwdY2h7UVuTdJGfp', 'id': '0N0d3kjwdY2h7UVuTdJGfp', 'name': 'Cascada', 'type': 'artist', 'uri': 'spotify:artist:0N0d3kjwdY2h7UVuTdJGfp'}]",2022-06-05T04:58:52Z,0.633,0.976,8,-5.362,0.0519,0.00281,1.29e-05,0.382,0.493,142.027
351,351,Ordinary Life,15k2nBQJ0teDmPZHrOXL2N,221920,https://open.spotify.com/track/15k2nBQJ0teDmPZHrOXL2N,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1Xyo4u8uXC1ZmMpatF05PJ'}, 'href': 'https://api.spotify.com/v1/artists/1Xyo4u8uXC1ZmMpatF05PJ', 'id': '1Xyo4u8uXC1ZmMpatF05PJ', 'name': 'The Weeknd', 'type': 'artist', 'uri': 'spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ'}]",2022-06-05T03:11:04Z,0.537,0.587,7,-7.486,0.0771,0.0275,0.0,0.0961,0.365,149.748
368,368,I Like You (A Happier Song) (with Doja Cat),0O6u0VJ46W86TxN9wgyqDj,192840,https://open.spotify.com/track/0O6u0VJ46W86TxN9wgyqDj,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/246dkjvS1zLTtiykXe5h60'}, 'href': 'https://api.spotify.com/v1/artists/246dkjvS1zLTtiykXe5h60', 'id': '246dkjvS1zLTtiykXe5h60', 'name': 'Post Malone', 'type': 'artist', 'uri': 'spotify:artist:246dkjvS1zLTtiykXe5h60'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/5cj0lLjcoR7YOSnhnX0Po5'}, 'href': 'https://api.spotify.com/v1/artists/5cj0lLjcoR7YOSnhnX0Po5', 'id': '5cj0lLjcoR7YOSnhnX0Po5', 'name': 'Doja Cat', 'type': 'artist', 'uri': 'spotify:artist:5cj0lLjcoR7YOSnhnX0Po5'}]",2022-06-05T00:46:35Z,0.733,0.67,5,-6.009,0.0751,0.121,0.0,0.121,0.472,100.964
369,369,Wrapped Around Your Finger,6Kfoo60npYPdvNxMPMiDpX,193565,https://open.spotify.com/track/6Kfoo60npYPdvNxMPMiDpX,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/246dkjvS1zLTtiykXe5h60'}, 'href': 'https://api.spotify.com/v1/artists/246dkjvS1zLTtiykXe5h60', 'id': '246dkjvS1zLTtiykXe5h60', 'name': 'Post Malone', 'type': 'artist', 'uri': 'spotify:artist:246dkjvS1zLTtiykXe5h60'}]",2022-06-05T00:43:44Z,0.744,0.628,2,-5.435,0.0287,0.0493,0.0,0.317,0.539,119.966
373,373,gfy (with Machine Gun Kelly),3MTm8eZ2wCEtpyZqqhP6Dn,172821,https://open.spotify.com/track/3MTm8eZ2wCEtpyZqqhP6Dn,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2cFrymmkijnjDg9SS92EPM'}, 'href': 'https://api.spotify.com/v1/artists/2cFrymmkijnjDg9SS92EPM', 'id': '2cFrymmkijnjDg9SS92EPM', 'name': 'blackbear', 'type': 'artist', 'uri': 'spotify:artist:2cFrymmkijnjDg9SS92EPM'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/6TIYQ3jFPwQSRmorSezPxX'}, 'href': 'https://api.spotify.com/v1/artists/6TIYQ3jFPwQSRmorSezPxX', 'id': '6TIYQ3jFPwQSRmorSezPxX', 'name': 'Machine Gun Kelly', 'type': 'artist', 'uri': 'spotify:artist:6TIYQ3jFPwQSRmorSezPxX'}]",2022-05-27T19:03:32Z,0.743,0.733,8,-3.029,0.0597,0.026,0.0,0.353,0.375,121.134
376,376,Tyler Herro,3w1WjD2zJqjBjDz5fwqQPJ,156578,https://open.spotify.com/track/3w1WjD2zJqjBjDz5fwqQPJ,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2LIk90788K0zvyj2JJVwkJ'}, 'href': 'https://api.spotify.com/v1/artists/2LIk90788K0zvyj2JJVwkJ', 'id': '2LIk90788K0zvyj2JJVwkJ', 'name': 'Jack Harlow', 'type': 'artist', 'uri': 'spotify:artist:2LIk90788K0zvyj2JJVwkJ'}]",2022-05-14T05:17:10Z,0.792,0.793,5,-6.185,0.0841,0.0872,0.0,0.22,0.775,123.031
378,378,CONVERSATIONS,32FMAbZAzs3D70UuvnN6y4,164174,https://open.spotify.com/track/32FMAbZAzs3D70UuvnN6y4,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3hOdow4ZPmrby7Q1wfPLEy'}, 'href': 'https://api.spotify.com/v1/artists/3hOdow4ZPmrby7Q1wfPLEy', 'id': '3hOdow4ZPmrby7Q1wfPLEy', 'name': 'Aries', 'type': 'artist', 'uri': 'spotify:artist:3hOdow4ZPmrby7Q1wfPLEy'}]",2022-05-14T05:10:16Z,0.674,0.721,7,-6.489,0.0293,0.13,9.57e-05,0.0464,0.757,132.053
439,439,Pink Ferrari,3UgRSsqHWfMkvt5UAxM6KC,149814,https://open.spotify.com/track/3UgRSsqHWfMkvt5UAxM6KC,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5aHlyw2WWqZW0HLICBuv7U'}, 'href': 'https://api.spotify.com/v1/artists/5aHlyw2WWqZW0HLICBuv7U', 'id': '5aHlyw2WWqZW0HLICBuv7U', 'name': 'Zach Hood', 'type': 'artist', 'uri': 'spotify:artist:5aHlyw2WWqZW0HLICBuv7U'}]",2022-04-13T22:59:04Z,0.495,0.909,3,-4.223,0.0683,0.062,0.0,0.367,0.553,158.006
440,440,Bad Dream,4vDGc8mD9kHbC2Yy6pF6SE,147840,https://open.spotify.com/track/4vDGc8mD9kHbC2Yy6pF6SE,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5yw4tA8D5uG7tT3NaDvq10'}, 'href': 'https://api.spotify.com/v1/artists/5yw4tA8D5uG7tT3NaDvq10', 'id': '5yw4tA8D5uG7tT3NaDvq10', 'name': 'Stellar', 'type': 'artist', 'uri': 'spotify:artist:5yw4tA8D5uG7tT3NaDvq10'}]",2022-04-13T22:55:13Z,0.731,0.746,8,-3.43,0.0311,0.00104,5.73e-06,0.117,0.555,125.016
