,name,song_ids,duration_ms,url,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
10,TTM (feat. Wiz Khalifa & NGHTMRE),2lH43POZa4XHxydnZizET5,212000,https://open.spotify.com/track/2lH43POZa4XHxydnZizET5,0.786,0.82,6,-3.254,0.0587,0.0975,0.0,0.0751,0.597,120.047
11,Diva (feat. Lil Tecca),7gVwgc8b3XnO87TpmXXFA5,172004,https://open.spotify.com/track/7gVwgc8b3XnO87TpmXXFA5,0.686,0.703,6,-6.141,0.0606,0.00728,0.0,0.0946,0.457,144.902
12,Problems,2gSG1S47vbdbyZ6aeJB4Dv,144000,https://open.spotify.com/track/2gSG1S47vbdbyZ6aeJB4Dv,0.774,0.607,2,-5.076,0.0481,0.121,0.0,0.0895,0.732,119.956
13,GAMES ON YOUR PHONE,2EsyJN3AvC3zBlkQpb119M,150933,https://open.spotify.com/track/2EsyJN3AvC3zBlkQpb119M,0.683,0.607,5,-5.62,0.0601,0.15,0.0,0.147,0.496,152.945
14,Celebration Station,25B5fGr9K0VdZJiRFsnMO4,195058,https://open.spotify.com/track/25B5fGr9K0VdZJiRFsnMO4,0.748,0.771,6,-4.156,0.15,0.101,0.0,0.135,0.792,142.086
15,Venetia,3BYIzNZ3t9lRQCACXSMLrT,188800,https://open.spotify.com/track/3BYIzNZ3t9lRQCACXSMLrT,0.775,0.757,9,-4.139,0.175,0.162,0.0,0.148,0.562,142.933
16,Love Or Lust,05EjphKqE2EJVMy0iORf1l,176373,https://open.spotify.com/track/05EjphKqE2EJVMy0iORf1l,0.718,0.651,8,-3.594,0.13,0.112,0.0,0.101,0.723,144.042
17,Believe Me (feat. Bobo & Styles of Beyond),5IHmCv6LwS3JxQYEV9rst9,222960,https://open.spotify.com/track/5IHmCv6LwS3JxQYEV9rst9,0.702,0.978,8,-3.406,0.0473,0.0649,0.000444,0.311,0.668,110.0
18,shots in the dark (with Trippie Redd),03m2VS3eYqKwbHvEykTYl5,188583,https://open.spotify.com/track/03m2VS3eYqKwbHvEykTYl5,0.58,0.651,6,-5.537,0.0459,0.0275,0.0,0.102,0.562,157.888
19,Flaws And Sins,2BSbCCbaSCzkOEZa6N5901,218348,https://open.spotify.com/track/2BSbCCbaSCzkOEZa6N5901,0.709,0.662,8,-4.55,0.0766,0.00966,0.0,0.108,0.439,150.046
20,First Time,2eFjKl5cyPPYElDByCh6Tb,165779,https://open.spotify.com/track/2eFjKl5cyPPYElDByCh6Tb,0.526,0.667,9,-5.451,0.0437,0.0505,0.0,0.321,0.43,155.085
21,NOT SOBER (feat. Polo G & Stunna Gambino),1JXBNvlDEl2epKSJ9EOgKX,216000,https://open.spotify.com/track/1JXBNvlDEl2epKSJ9EOgKX,0.671,0.639,2,-6.852,0.134,0.0928,0.0,0.0941,0.385,119.82
22,apricot skies (feat. Bankrol Hayden),21FrSEBEZQX4RtRZv2dHlt,208101,https://open.spotify.com/track/21FrSEBEZQX4RtRZv2dHlt,0.639,0.776,7,-5.193,0.0736,0.0664,0.0,0.178,0.765,105.986
23,alone in a room full of people,6D7Y1ifRZYfqaTvffJ2zGT,154814,https://open.spotify.com/track/6D7Y1ifRZYfqaTvffJ2zGT,0.637,0.853,4,-4.014,0.0853,0.2,0.0,0.311,0.648,162.093
24,On the Run,0USo3RXf528L0lXUlQUErJ,153600,https://open.spotify.com/track/0USo3RXf528L0lXUlQUErJ,0.745,0.656,6,-6.778,0.0353,0.00196,0.0,0.0896,0.493,124.93
25,RIDING,4JnX8tY9me7jHqDwgifhwU,145867,https://open.spotify.com/track/4JnX8tY9me7jHqDwgifhwU,0.777,0.702,4,-6.374,0.041,0.0308,0.0,0.0804,0.569,121.016
26,West Coast (feat. Quinn XCII),4fCE1SCDulouoac9Q8XroU,150819,https://open.spotify.com/track/4fCE1SCDulouoac9Q8XroU,0.714,0.798,5,-4.239,0.0612,0.00248,0.000678,0.103,0.659,119.017
27,Sleep While I Drive (feat. Ashe),1g6v42WOMBWC8V9UpwciiH,204933,https://open.spotify.com/track/1g6v42WOMBWC8V9UpwciiH,0.716,0.768,5,-6.46,0.04,0.00207,7.28e-06,0.116,0.796,127.927
28,@ my worst,0mHGftgYtmpH4y17T3VZ2E,191364,https://open.spotify.com/track/0mHGftgYtmpH4y17T3VZ2E,0.615,0.774,4,-5.152,0.0551,0.0173,0.0,0.15,0.336,136.887
29,Sunshine,5r43qanLhUCdBj8HN3fa6B,163854,https://open.spotify.com/track/5r43qanLhUCdBj8HN3fa6B,0.697,0.875,5,-4.621,0.034,0.137,0.0,0.28,0.774,140.069
30,TONIGHT (feat. iann dior),0zf4S7JGIW0V9tRegfNidB,135572,https://open.spotify.com/track/0zf4S7JGIW0V9tRegfNidB,0.501,0.633,5,-6.56,0.0466,0.00358,0.0,0.351,0.463,165.029
31,Scars (feat. Yung Pinch),5vYFytw8LxagF6WbpK5imG,196728,https://open.spotify.com/track/5vYFytw8LxagF6WbpK5imG,0.705,0.809,5,-4.38,0.0772,0.0667,0.0,0.122,0.578,150.076
32,Payback (feat. Icona Pop),7KoFHvEScguiEnD06xYtSt,203411,https://open.spotify.com/track/7KoFHvEScguiEnD06xYtSt,0.672,0.8,7,-4.919,0.0372,0.113,0.000302,0.132,0.8,118.013
33,Do Re Mi,6eAbUNSkghrZnDe7pcALDs,133548,https://open.spotify.com/track/6eAbUNSkghrZnDe7pcALDs,0.727,0.779,5,-5.498,0.0309,0.0153,2.44e-05,0.167,0.344,123.995
34,Under Control (feat. Hurts),352zfYbDFG8sxkmOAhVeuj,184373,https://open.spotify.com/track/352zfYbDFG8sxkmOAhVeuj,0.55,0.919,8,-3.431,0.0788,0.137,0.00118,0.0886,0.51,126.059
35,How To Save A Life (feat. loafers & The High),63gWjcGKmpz90e8AHxF680,197746,https://open.spotify.com/track/63gWjcGKmpz90e8AHxF680,0.51,0.751,9,-4.966,0.0379,0.0907,1.24e-05,0.319,0.506,150.026
36,Enjoy The Moment,7vgZq0er8ZJ98XsxLxpSlN,138107,https://open.spotify.com/track/7vgZq0er8ZJ98XsxLxpSlN,0.681,0.809,6,-5.77,0.0407,0.00406,0.00984,0.134,0.435,123.012
37,Breathe (feat. kaspara),7pDdE5FLqcNCvjxzRzm80r,175081,https://open.spotify.com/track/7pDdE5FLqcNCvjxzRzm80r,0.753,0.749,6,-5.214,0.0314,0.0546,4.39e-06,0.166,0.589,121.988
38,Kill My Lonely,2q8RX9TJ5Il8qjM9kqvJfo,177157,https://open.spotify.com/track/2q8RX9TJ5Il8qjM9kqvJfo,0.646,0.864,9,-4.925,0.03,0.00145,0.044,0.353,0.523,124.017
39,Better,7nn91SgkT5scOxPYLGSTzR,128746,https://open.spotify.com/track/7nn91SgkT5scOxPYLGSTzR,0.609,0.768,2,-7.013,0.0338,0.00451,2.68e-05,0.068,0.489,125.938
40,Blow The Roof (with Kasbo & EVAN GIIA),6sooxXwLEwh812Ve4L5ovr,184919,https://open.spotify.com/track/6sooxXwLEwh812Ve4L5ovr,0.593,0.824,4,-4.503,0.0633,0.0882,0.0,0.149,0.371,105.008
41,Outta My Mind,2Jnxa1FAjMERv4tleZCrK0,200595,https://open.spotify.com/track/2Jnxa1FAjMERv4tleZCrK0,0.613,0.89,6,-2.164,0.0485,0.000707,0.0196,0.132,0.666,125.951
42,I might,2XOf1wURc66u5OvG809rIO,127733,https://open.spotify.com/track/2XOf1wURc66u5OvG809rIO,0.727,0.657,8,-7.186,0.0456,0.0467,0.0,0.193,0.423,150.051
43,obvious (feat. Travis Barker),230lpiiOSSrkKBlthBeJfk,137413,https://open.spotify.com/track/230lpiiOSSrkKBlthBeJfk,0.629,0.726,6,-5.605,0.0396,0.00159,0.0,0.293,0.379,112.096
44,heartbreak3r,3NXUqXUjmXvziJGXviRRkw,133120,https://open.spotify.com/track/3NXUqXUjmXvziJGXviRRkw,0.754,0.562,10,-7.53,0.0634,0.128,0.0,0.105,0.552,159.968
45,regret,5TcasgWQuhtJhXv2RiIIu0,181260,https://open.spotify.com/track/5TcasgWQuhtJhXv2RiIIu0,0.704,0.659,7,-5.47,0.103,0.14,0.0,0.113,0.398,159.985
46,Worlds Collide - Edison Cole Remix,3JqpIjrQfmW68YkpxXWPL4,192413,https://open.spotify.com/track/3JqpIjrQfmW68YkpxXWPL4,0.631,0.862,8,-4.114,0.0515,0.0149,6.23e-05,0.103,0.438,145.01
47,Wish You Were Here (feat. Brandyn Burnette),0GevQZGBPYjfPzK8e3jxzl,173778,https://open.spotify.com/track/0GevQZGBPYjfPzK8e3jxzl,0.643,0.952,6,-3.588,0.129,0.0852,2.24e-06,0.306,0.588,126.187
48,SANTA MONICA,2h3jBh2kDDRSDbwzJqelFx,165034,https://open.spotify.com/track/2h3jBh2kDDRSDbwzJqelFx,0.708,0.667,4,-5.854,0.0356,0.16,0.000683,0.183,0.616,145.976
49,CAROUSEL,7jahcsevTvePvdduUFVzpq,161400,https://open.spotify.com/track/7jahcsevTvePvdduUFVzpq,0.541,0.773,8,-5.671,0.0537,0.13,0.0,0.215,0.551,149.887
50,Bad Dream,4vDGc8mD9kHbC2Yy6pF6SE,147840,https://open.spotify.com/track/4vDGc8mD9kHbC2Yy6pF6SE,0.731,0.746,8,-3.43,0.0311,0.00104,5.73e-06,0.117,0.555,125.016
51,Pink Ferrari,3UgRSsqHWfMkvt5UAxM6KC,149814,https://open.spotify.com/track/3UgRSsqHWfMkvt5UAxM6KC,0.495,0.909,3,-4.223,0.0683,0.062,0.0,0.367,0.553,158.006
52,CONVERSATIONS,32FMAbZAzs3D70UuvnN6y4,164174,https://open.spotify.com/track/32FMAbZAzs3D70UuvnN6y4,0.674,0.721,7,-6.489,0.0293,0.13,9.57e-05,0.0464,0.757,132.053
53,Tyler Herro,3w1WjD2zJqjBjDz5fwqQPJ,156578,https://open.spotify.com/track/3w1WjD2zJqjBjDz5fwqQPJ,0.792,0.793,5,-6.185,0.0841,0.0872,0.0,0.22,0.775,123.031
54,gfy (with Machine Gun Kelly),3MTm8eZ2wCEtpyZqqhP6Dn,172821,https://open.spotify.com/track/3MTm8eZ2wCEtpyZqqhP6Dn,0.743,0.733,8,-3.029,0.0597,0.026,0.0,0.353,0.375,121.134
55,Wrapped Around Your Finger,6Kfoo60npYPdvNxMPMiDpX,193565,https://open.spotify.com/track/6Kfoo60npYPdvNxMPMiDpX,0.744,0.628,2,-5.435,0.0287,0.0493,0.0,0.317,0.539,119.966
56,I Like You (A Happier Song) (with Doja Cat),0O6u0VJ46W86TxN9wgyqDj,192840,https://open.spotify.com/track/0O6u0VJ46W86TxN9wgyqDj,0.733,0.67,5,-6.009,0.0751,0.121,0.0,0.121,0.472,100.964
57,Ordinary Life,15k2nBQJ0teDmPZHrOXL2N,221920,https://open.spotify.com/track/15k2nBQJ0teDmPZHrOXL2N,0.537,0.587,7,-7.486,0.0771,0.0275,0.0,0.0961,0.365,149.748
58,Everytime We Touch,5YJtMNWKe55yr49cyJgxva,197124,https://open.spotify.com/track/5YJtMNWKe55yr49cyJgxva,0.633,0.976,8,-5.362,0.0519,0.00281,1.29e-05,0.382,0.493,142.027
59,El Dorado,3p94RpSxQdZocUfrzpemmm,136000,https://open.spotify.com/track/3p94RpSxQdZocUfrzpemmm,0.744,0.714,9,-6.09,0.0333,0.132,0.0,0.262,0.614,119.964
60,unravel,0GLyqTysS0DFoeKjURtB8s,238360,https://open.spotify.com/track/0GLyqTysS0DFoeKjURtB8s,0.507,0.889,7,-2.755,0.086,0.0495,0.0,0.0983,0.333,135.021
61,HERO,7C4pZa37R3hTIA4NWzbj9W,200413,https://open.spotify.com/track/7C4pZa37R3hTIA4NWzbj9W,0.555,0.789,7,-5.977,0.0475,0.000749,0.000184,0.0974,0.61,110.021
62,夜に駆ける,3dPtXHP0oXQ4HCWHsOA9js,261013,https://open.spotify.com/track/3dPtXHP0oXQ4HCWHsOA9js,0.67,0.874,8,-5.221,0.0305,0.00231,1.72e-05,0.3,0.789,130.041
63,again,6jBNUlTbv3fyn5t4izsdMa,255213,https://open.spotify.com/track/6jBNUlTbv3fyn5t4izsdMa,0.62,0.836,4,-4.27,0.0354,0.0427,0.0,0.337,0.546,140.073
64,灯火,0YdCBegk4nNMCOeuiY5L0k,178892,https://open.spotify.com/track/0YdCBegk4nNMCOeuiY5L0k,0.627,0.67,4,-6.619,0.0368,0.0418,0.00213,0.0818,0.537,110.004
65,Raison Detre,7dOGSR13vk5532IuIgKO4T,222245,https://open.spotify.com/track/7dOGSR13vk5532IuIgKO4T,0.54,0.802,2,-4.085,0.0473,0.000103,7.43e-06,0.179,0.553,152.018
66,Nd60,2PxrSoQiYfGf1VgvN30UDd,241106,https://open.spotify.com/track/2PxrSoQiYfGf1VgvN30UDd,0.801,0.889,7,-2.335,0.0613,0.0611,0.000163,0.182,0.752,128.024
67,Ms.CONTROL,09oabCfaOPGGXpyoAHxrXK,190360,https://open.spotify.com/track/09oabCfaOPGGXpyoAHxrXK,0.483,0.972,9,-4.182,0.159,0.0145,0.00019,0.295,0.61,150.026
68,404 not found,2BY5fNHmpjV797ByjLX4I7,244906,https://open.spotify.com/track/2BY5fNHmpjV797ByjLX4I7,0.628,0.967,9,-2.62,0.0908,0.00777,5.09e-05,0.338,0.744,140.045
69,金字塔,02HNBwIheiZAuzC8p1QBPn,207733,https://open.spotify.com/track/02HNBwIheiZAuzC8p1QBPn,0.743,0.812,6,-3.528,0.0445,0.0244,5.79e-05,0.0892,0.641,127.992
70,Bubble (feat. Uta),13EtMetztrji5zrka6Uzd3,226874,https://open.spotify.com/track/13EtMetztrji5zrka6Uzd3,0.541,0.803,5,-4.725,0.033,0.0134,0.0,0.101,0.442,146.0
71,Inochi No Tabekata,0maSUktGFelOHPjTP8c1Kd,224218,https://open.spotify.com/track/0maSUktGFelOHPjTP8c1Kd,0.541,0.823,6,-4.734,0.055,0.0073,1.82e-05,0.251,0.553,143.037
72,Kokoroyohou,1pjXUZFaDSgf9wV1X76aXw,199995,https://open.spotify.com/track/1pjXUZFaDSgf9wV1X76aXw,0.718,0.831,3,-3.213,0.0758,0.116,0.0,0.305,0.761,142.942
73,the idea,6VN3dKYTClhY5eYQEnBehr,203972,https://open.spotify.com/track/6VN3dKYTClhY5eYQEnBehr,0.634,0.818,7,-3.576,0.0274,0.000823,0.0,0.166,0.485,109.03
74,Rich And Blind,6QNFQJKlZUKr0xlGZ74CZJ,228720,https://open.spotify.com/track/6QNFQJKlZUKr0xlGZ74CZJ,0.638,0.624,10,-5.37,0.0798,0.0102,0.0,0.0944,0.445,159.937
75,Reminds Me Of You,5YSHygGN9D0mID1NsVd5my,158032,https://open.spotify.com/track/5YSHygGN9D0mID1NsVd5my,0.613,0.631,4,-6.965,0.12,0.0663,0.0,0.169,0.33,149.992
76,Toxicity,5jnJsaFikGCKyuqNP9gcwI,126967,https://open.spotify.com/track/5jnJsaFikGCKyuqNP9gcwI,0.694,0.702,2,-6.342,0.0396,0.0504,0.0,0.154,0.645,154.913
77,edamame (feat. Rich Brian),5rW7qTn83sCKtqBoneJs63,133706,https://open.spotify.com/track/5rW7qTn83sCKtqBoneJs63,0.815,0.849,4,-4.704,0.114,0.0229,0.000176,0.026,0.685,106.035
78,Flaws And Sins,0flSGzqHO12p9fU9kqaHGE,218348,https://open.spotify.com/track/0flSGzqHO12p9fU9kqaHGE,0.709,0.662,8,-4.55,0.0767,0.00966,0.0,0.108,0.439,150.047
79,Easy Lover (feat. Big Sean),3nwd2gUT7l10HDUAOKXrhs,215937,https://open.spotify.com/track/3nwd2gUT7l10HDUAOKXrhs,0.675,0.817,5,-3.789,0.0497,0.00711,0.0,0.0839,0.446,105.964
80,dead inside,2Oo397nWzelAKMQBBIL8YI,182792,https://open.spotify.com/track/2Oo397nWzelAKMQBBIL8YI,0.558,0.925,8,-3.428,0.0423,0.00263,0.0,0.188,0.829,148.042
81,The Other Side,5FljCWR0cys07PQ9277GTz,226986,https://open.spotify.com/track/5FljCWR0cys07PQ9277GTz,0.561,0.836,9,-3.939,0.1,0.0525,0.0,0.136,0.517,127.923
82,OLIVIA,2s14ypvd880AiEfZssEjaY,143587,https://open.spotify.com/track/2s14ypvd880AiEfZssEjaY,0.55,0.88,8,-4.659,0.0368,0.119,0.0,0.109,0.462,160.509
83,Lying To Myself,3f07vmqG0FxVFdUWqTREEw,173893,https://open.spotify.com/track/3f07vmqG0FxVFdUWqTREEw,0.661,0.666,4,-6.088,0.0509,0.0486,0.0,0.0821,0.539,166.944
84,Don’t Trip (with GAYLE),6mWCikZXHCCnEwkwyJ2L8G,147183,https://open.spotify.com/track/6mWCikZXHCCnEwkwyJ2L8G,0.522,0.743,10,-4.892,0.0741,0.00946,0.0,0.302,0.524,159.898
85,Isabelle,1w9L6dvttZalWd8XqFYvSa,135000,https://open.spotify.com/track/1w9L6dvttZalWd8XqFYvSa,0.678,0.716,10,-4.403,0.0342,0.196,0.0,0.102,0.627,109.981
86,ON TEN,1Hdh6lJUR1WZCiNPVWxLTA,137721,https://open.spotify.com/track/1Hdh6lJUR1WZCiNPVWxLTA,0.771,0.741,4,-5.59,0.0527,0.0554,0.0,0.31,0.712,162.037
87,Drugs,4aPzU7jCuoBibw6zGuzRdq,194810,https://open.spotify.com/track/4aPzU7jCuoBibw6zGuzRdq,0.613,0.719,9,-7.312,0.0376,0.119,0.0,0.112,0.613,129.946
88,Hate Myself,5PdEiev2BkKiZtZFcNKjfM,260253,https://open.spotify.com/track/5PdEiev2BkKiZtZFcNKjfM,0.533,0.84,9,-5.283,0.167,0.234,0.0,0.114,0.361,116.882
