,Unnamed: 0,song_names,song_ids,duration,song_urls,artists,added_at,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
124,124,nerve,6P8zr1ghnd78EPhUO8axDm,175072,https://open.spotify.com/track/6P8zr1ghnd78EPhUO8axDm,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/26JloX1vHxGGrGUVeMItFJ'}, 'href': 'https://api.spotify.com/v1/artists/26JloX1vHxGGrGUVeMItFJ', 'id': '26JloX1vHxGGrGUVeMItFJ', 'name': 'iamjakehill', 'type': 'artist', 'uri': 'spotify:artist:26JloX1vHxGGrGUVeMItFJ'}]",2022-07-24T17:01:38Z,0.707,0.626,10,-8.112,0.0439,0.137,0.0,0.17,0.708,146.008
145,145,Toxicity,5jnJsaFikGCKyuqNP9gcwI,126967,https://open.spotify.com/track/5jnJsaFikGCKyuqNP9gcwI,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1lzugG0lqNh9nP6Fp2zG3c'}, 'href': 'https://api.spotify.com/v1/artists/1lzugG0lqNh9nP6Fp2zG3c', 'id': '1lzugG0lqNh9nP6Fp2zG3c', 'name': 'Global Dan', 'type': 'artist', 'uri': 'spotify:artist:1lzugG0lqNh9nP6Fp2zG3c'}]",2022-07-18T15:33:35Z,0.694,0.702,2,-6.342,0.0396,0.0504,0.0,0.154,0.645,154.913
146,146,東京フラッシュ,0jPZf5231RdBUMLFG1HqXi,258858,https://open.spotify.com/track/0jPZf5231RdBUMLFG1HqXi,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2IUl3m1H1EQ7QfNbNWvgru'}, 'href': 'https://api.spotify.com/v1/artists/2IUl3m1H1EQ7QfNbNWvgru', 'id': '2IUl3m1H1EQ7QfNbNWvgru', 'name': 'Vaundy', 'type': 'artist', 'uri': 'spotify:artist:2IUl3m1H1EQ7QfNbNWvgru'}]",2022-07-18T15:33:06Z,0.628,0.634,2,-5.508,0.0322,0.00255,7.24e-06,0.0456,0.606,97.99
156,156,Rich And Blind,6QNFQJKlZUKr0xlGZ74CZJ,228720,https://open.spotify.com/track/6QNFQJKlZUKr0xlGZ74CZJ,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4MCBfE4596Uoi2O4DtmEMz'}, 'href': 'https://api.spotify.com/v1/artists/4MCBfE4596Uoi2O4DtmEMz', 'id': '4MCBfE4596Uoi2O4DtmEMz', 'name': 'Juice WRLD', 'type': 'artist', 'uri': 'spotify:artist:4MCBfE4596Uoi2O4DtmEMz'}]",2022-07-18T13:02:05Z,0.638,0.624,10,-5.37,0.0798,0.0102,0.0,0.0944,0.445,159.937
160,160,Without Me (with Juice WRLD),6Zc5f20q7sOe1IC1c1jQvZ,228816,https://open.spotify.com/track/6Zc5f20q7sOe1IC1c1jQvZ,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/26VFTg2z8YR0cCuwLzESi2'}, 'href': 'https://api.spotify.com/v1/artists/26VFTg2z8YR0cCuwLzESi2', 'id': '26VFTg2z8YR0cCuwLzESi2', 'name': 'Halsey', 'type': 'artist', 'uri': 'spotify:artist:26VFTg2z8YR0cCuwLzESi2'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/4MCBfE4596Uoi2O4DtmEMz'}, 'href': 'https://api.spotify.com/v1/artists/4MCBfE4596Uoi2O4DtmEMz', 'id': '4MCBfE4596Uoi2O4DtmEMz', 'name': 'Juice WRLD', 'type': 'artist', 'uri': 'spotify:artist:4MCBfE4596Uoi2O4DtmEMz'}]",2022-07-18T13:01:53Z,0.744,0.514,6,-6.103,0.0746,0.355,0.0,0.184,0.449,136.013
172,172,1400 / 999 Freestyle,75lcPkAkUsKWHGBlGM476R,175954,https://open.spotify.com/track/75lcPkAkUsKWHGBlGM476R,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6Xgp2XMz1fhVYe7i6yNAax'}, 'href': 'https://api.spotify.com/v1/artists/6Xgp2XMz1fhVYe7i6yNAax', 'id': '6Xgp2XMz1fhVYe7i6yNAax', 'name': 'Trippie Redd', 'type': 'artist', 'uri': 'spotify:artist:6Xgp2XMz1fhVYe7i6yNAax'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/4MCBfE4596Uoi2O4DtmEMz'}, 'href': 'https://api.spotify.com/v1/artists/4MCBfE4596Uoi2O4DtmEMz', 'id': '4MCBfE4596Uoi2O4DtmEMz', 'name': 'Juice WRLD', 'type': 'artist', 'uri': 'spotify:artist:4MCBfE4596Uoi2O4DtmEMz'}]",2022-07-17T01:22:33Z,0.825,0.572,6,-6.067,0.0864,0.0079,0.0,0.113,0.568,141.991
192,192,Pro Bad Decision Maker,2DQoX9BUsk2wYbz6iDHPzm,159147,https://open.spotify.com/track/2DQoX9BUsk2wYbz6iDHPzm,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/00Z3UDoAQwzvGu13HoAM7J'}, 'href': 'https://api.spotify.com/v1/artists/00Z3UDoAQwzvGu13HoAM7J', 'id': '00Z3UDoAQwzvGu13HoAM7J', 'name': 'Skizzy Mars', 'type': 'artist', 'uri': 'spotify:artist:00Z3UDoAQwzvGu13HoAM7J'}]",2022-07-16T13:27:59Z,0.673,0.663,7,-8.255,0.0775,0.251,3.74e-05,0.145,0.599,80.02
198,198,Girl on a Train,6M1nfYPKy7DRk3IrhFVViQ,182547,https://open.spotify.com/track/6M1nfYPKy7DRk3IrhFVViQ,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/00Z3UDoAQwzvGu13HoAM7J'}, 'href': 'https://api.spotify.com/v1/artists/00Z3UDoAQwzvGu13HoAM7J', 'id': '00Z3UDoAQwzvGu13HoAM7J', 'name': 'Skizzy Mars', 'type': 'artist', 'uri': 'spotify:artist:00Z3UDoAQwzvGu13HoAM7J'}]",2022-07-16T13:10:10Z,0.711,0.678,9,-6.398,0.0476,0.219,0.0,0.176,0.615,94.04
209,209,"Sorry, I Like You",34MqDD3411uJQvXsqpZv3D,122790,https://open.spotify.com/track/34MqDD3411uJQvXsqpZv3D,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4iHB5bp1wwN5qTbVPaBykO'}, 'href': 'https://api.spotify.com/v1/artists/4iHB5bp1wwN5qTbVPaBykO', 'id': '4iHB5bp1wwN5qTbVPaBykO', 'name': 'Burbank', 'type': 'artist', 'uri': 'spotify:artist:4iHB5bp1wwN5qTbVPaBykO'}]",2022-07-07T23:08:24Z,0.833,0.642,9,-6.338,0.0611,0.266,5.06e-06,0.251,0.584,86.017
238,238,Inochi No Tabekata,0maSUktGFelOHPjTP8c1Kd,224218,https://open.spotify.com/track/0maSUktGFelOHPjTP8c1Kd,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/58oPVy7oihAEXE0Ott6JOf'}, 'href': 'https://api.spotify.com/v1/artists/58oPVy7oihAEXE0Ott6JOf', 'id': '58oPVy7oihAEXE0Ott6JOf', 'name': 'Eve', 'type': 'artist', 'uri': 'spotify:artist:58oPVy7oihAEXE0Ott6JOf'}]",2022-06-26T13:58:09Z,0.541,0.823,6,-4.734,0.055,0.0073,1.82e-05,0.251,0.553,143.037
239,239,Bubble (feat. Uta),13EtMetztrji5zrka6Uzd3,226874,https://open.spotify.com/track/13EtMetztrji5zrka6Uzd3,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/58oPVy7oihAEXE0Ott6JOf'}, 'href': 'https://api.spotify.com/v1/artists/58oPVy7oihAEXE0Ott6JOf', 'id': '58oPVy7oihAEXE0Ott6JOf', 'name': 'Eve', 'type': 'artist', 'uri': 'spotify:artist:58oPVy7oihAEXE0Ott6JOf'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/4pkAI4ZpW8IhBWEEbjHq81'}, 'href': 'https://api.spotify.com/v1/artists/4pkAI4ZpW8IhBWEEbjHq81', 'id': '4pkAI4ZpW8IhBWEEbjHq81', 'name': 'Uta', 'type': 'artist', 'uri': 'spotify:artist:4pkAI4ZpW8IhBWEEbjHq81'}]",2022-06-26T13:53:28Z,0.541,0.803,5,-4.725,0.033,0.0134,0.0,0.101,0.442,146.0
259,259,Raison Detre,7dOGSR13vk5532IuIgKO4T,222245,https://open.spotify.com/track/7dOGSR13vk5532IuIgKO4T,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/58oPVy7oihAEXE0Ott6JOf'}, 'href': 'https://api.spotify.com/v1/artists/58oPVy7oihAEXE0Ott6JOf', 'id': '58oPVy7oihAEXE0Ott6JOf', 'name': 'Eve', 'type': 'artist', 'uri': 'spotify:artist:58oPVy7oihAEXE0Ott6JOf'}]",2022-06-26T12:14:06Z,0.54,0.802,2,-4.085,0.0473,0.000103,7.43e-06,0.179,0.553,152.018
260,260,グランドエスケープ,5bUWFHUTbXQcmqI6vWL62j,339160,https://open.spotify.com/track/5bUWFHUTbXQcmqI6vWL62j,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1EowJ1WwkMzkCkRomFhui7'}, 'href': 'https://api.spotify.com/v1/artists/1EowJ1WwkMzkCkRomFhui7', 'id': '1EowJ1WwkMzkCkRomFhui7', 'name': 'RADWIMPS', 'type': 'artist', 'uri': 'spotify:artist:1EowJ1WwkMzkCkRomFhui7'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/5nyjJRg5OdmKDdG2s9qljE'}, 'href': 'https://api.spotify.com/v1/artists/5nyjJRg5OdmKDdG2s9qljE', 'id': '5nyjJRg5OdmKDdG2s9qljE', 'name': 'Toko Miura', 'type': 'artist', 'uri': 'spotify:artist:5nyjJRg5OdmKDdG2s9qljE'}]",2022-06-26T12:09:47Z,0.566,0.534,4,-7.414,0.0356,0.243,8.28e-05,0.116,0.4,146.033
261,261,再会 (produced by Ayase),52IsIvHidofM9JMjw78Jyz,242166,https://open.spotify.com/track/52IsIvHidofM9JMjw78Jyz,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0blbVefuxOGltDBa00dspv'}, 'href': 'https://api.spotify.com/v1/artists/0blbVefuxOGltDBa00dspv', 'id': '0blbVefuxOGltDBa00dspv', 'name': 'LiSA', 'type': 'artist', 'uri': 'spotify:artist:0blbVefuxOGltDBa00dspv'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/6le80R1opKnTlP4o3KvA2k'}, 'href': 'https://api.spotify.com/v1/artists/6le80R1opKnTlP4o3KvA2k', 'id': '6le80R1opKnTlP4o3KvA2k', 'name': 'Uru', 'type': 'artist', 'uri': 'spotify:artist:6le80R1opKnTlP4o3KvA2k'}]",2022-06-26T11:53:50Z,0.713,0.606,7,-5.718,0.0328,0.315,0.0,0.262,0.492,90.005
281,281,正しくなれない,2Kpsws23Oqf0wFwPrzJnWA,241567,https://open.spotify.com/track/2Kpsws23Oqf0wFwPrzJnWA,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/38WbKH6oKAZskBhqDFA8Uj'}, 'href': 'https://api.spotify.com/v1/artists/38WbKH6oKAZskBhqDFA8Uj', 'id': '38WbKH6oKAZskBhqDFA8Uj', 'name': 'ZUTOMAYO', 'type': 'artist', 'uri': 'spotify:artist:38WbKH6oKAZskBhqDFA8Uj'}]",2022-06-19T05:22:58Z,0.609,0.66,5,-3.937,0.037,0.0371,9.59e-06,0.128,0.487,118.868
287,287,もう少しだけ,2pXmohBUnD5Li93sgpbPSg,220200,https://open.spotify.com/track/2pXmohBUnD5Li93sgpbPSg,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/64tJ2EAv1R6UaZqc4iOCyj'}, 'href': 'https://api.spotify.com/v1/artists/64tJ2EAv1R6UaZqc4iOCyj', 'id': '64tJ2EAv1R6UaZqc4iOCyj', 'name': 'YOASOBI', 'type': 'artist', 'uri': 'spotify:artist:64tJ2EAv1R6UaZqc4iOCyj'}]",2022-06-19T05:22:52Z,0.675,0.746,8,-5.531,0.0288,0.12,0.0,0.121,0.533,99.99
293,293,優しい彗星,5MUb136to9lnJLfIy5FZKI,213240,https://open.spotify.com/track/5MUb136to9lnJLfIy5FZKI,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/64tJ2EAv1R6UaZqc4iOCyj'}, 'href': 'https://api.spotify.com/v1/artists/64tJ2EAv1R6UaZqc4iOCyj', 'id': '64tJ2EAv1R6UaZqc4iOCyj', 'name': 'YOASOBI', 'type': 'artist', 'uri': 'spotify:artist:64tJ2EAv1R6UaZqc4iOCyj'}]",2022-06-19T05:22:43Z,0.707,0.709,5,-4.293,0.033,0.179,0.0,0.142,0.59,89.989
301,301,HERO,7C4pZa37R3hTIA4NWzbj9W,200413,https://open.spotify.com/track/7C4pZa37R3hTIA4NWzbj9W,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2IUl3m1H1EQ7QfNbNWvgru'}, 'href': 'https://api.spotify.com/v1/artists/2IUl3m1H1EQ7QfNbNWvgru', 'id': '2IUl3m1H1EQ7QfNbNWvgru', 'name': 'Vaundy', 'type': 'artist', 'uri': 'spotify:artist:2IUl3m1H1EQ7QfNbNWvgru'}]",2022-06-19T05:22:32Z,0.555,0.789,7,-5.977,0.0475,0.000749,0.000184,0.0974,0.61,110.021
304,304,東京フラッシュ,6etVkKF8FAy4jXcSl8jlEO,258858,https://open.spotify.com/track/6etVkKF8FAy4jXcSl8jlEO,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2IUl3m1H1EQ7QfNbNWvgru'}, 'href': 'https://api.spotify.com/v1/artists/2IUl3m1H1EQ7QfNbNWvgru', 'id': '2IUl3m1H1EQ7QfNbNWvgru', 'name': 'Vaundy', 'type': 'artist', 'uri': 'spotify:artist:2IUl3m1H1EQ7QfNbNWvgru'}]",2022-06-19T05:22:26Z,0.628,0.634,2,-5.508,0.0322,0.00255,7.24e-06,0.0456,0.606,97.99
310,310,DADDY ! DADDY ! DO !,7tdBXBfqfXSWpMaMA8QaES,254640,https://open.spotify.com/track/7tdBXBfqfXSWpMaMA8QaES,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/7HRu4Npbza5TBWn74TkAOF'}, 'href': 'https://api.spotify.com/v1/artists/7HRu4Npbza5TBWn74TkAOF', 'id': '7HRu4Npbza5TBWn74TkAOF', 'name': 'Masayuki Suzuki', 'type': 'artist', 'uri': 'spotify:artist:7HRu4Npbza5TBWn74TkAOF'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/5YnNfqofR6jjU2DDoGfh2h'}, 'href': 'https://api.spotify.com/v1/artists/5YnNfqofR6jjU2DDoGfh2h', 'id': '5YnNfqofR6jjU2DDoGfh2h', 'name': '鈴木愛理', 'type': 'artist', 'uri': 'spotify:artist:5YnNfqofR6jjU2DDoGfh2h'}]",2022-06-19T05:22:06Z,0.684,0.815,8,-3.826,0.0496,0.322,0.0,0.12,0.819,138.101
315,315,楽園,6X9m9JRk2ypGusClUBraII,225333,https://open.spotify.com/track/6X9m9JRk2ypGusClUBraII,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2QgdUzpKFNxey5IuwvsGBL'}, 'href': 'https://api.spotify.com/v1/artists/2QgdUzpKFNxey5IuwvsGBL', 'id': '2QgdUzpKFNxey5IuwvsGBL', 'name': 'Fujifabric', 'type': 'artist', 'uri': 'spotify:artist:2QgdUzpKFNxey5IuwvsGBL'}]",2022-06-19T05:21:52Z,0.561,0.822,2,-5.078,0.0848,0.00469,2.71e-06,0.092,0.431,97.954
334,334,Blur,16Azhyv8164hYxI8Ax3F5k,131428,https://open.spotify.com/track/16Azhyv8164hYxI8Ax3F5k,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5yw4tA8D5uG7tT3NaDvq10'}, 'href': 'https://api.spotify.com/v1/artists/5yw4tA8D5uG7tT3NaDvq10', 'id': '5yw4tA8D5uG7tT3NaDvq10', 'name': 'Stellar', 'type': 'artist', 'uri': 'spotify:artist:5yw4tA8D5uG7tT3NaDvq10'}]",2022-06-16T22:09:12Z,0.834,0.6,5,-5.433,0.0313,0.245,0.0,0.0694,0.694,125.954
335,335,El Dorado,3p94RpSxQdZocUfrzpemmm,136000,https://open.spotify.com/track/3p94RpSxQdZocUfrzpemmm,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5yw4tA8D5uG7tT3NaDvq10'}, 'href': 'https://api.spotify.com/v1/artists/5yw4tA8D5uG7tT3NaDvq10', 'id': '5yw4tA8D5uG7tT3NaDvq10', 'name': 'Stellar', 'type': 'artist', 'uri': 'spotify:artist:5yw4tA8D5uG7tT3NaDvq10'}]",2022-06-16T22:08:37Z,0.744,0.714,9,-6.09,0.0333,0.132,0.0,0.262,0.614,119.964
336,336,Ashes,3Pj6u2KTgepyyidp5xfbHp,166355,https://open.spotify.com/track/3Pj6u2KTgepyyidp5xfbHp,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5yw4tA8D5uG7tT3NaDvq10'}, 'href': 'https://api.spotify.com/v1/artists/5yw4tA8D5uG7tT3NaDvq10', 'id': '5yw4tA8D5uG7tT3NaDvq10', 'name': 'Stellar', 'type': 'artist', 'uri': 'spotify:artist:5yw4tA8D5uG7tT3NaDvq10'}]",2022-06-16T22:07:24Z,0.712,0.568,5,-7.864,0.0546,0.0947,0.0,0.169,0.46,130.019
351,351,Ordinary Life,15k2nBQJ0teDmPZHrOXL2N,221920,https://open.spotify.com/track/15k2nBQJ0teDmPZHrOXL2N,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1Xyo4u8uXC1ZmMpatF05PJ'}, 'href': 'https://api.spotify.com/v1/artists/1Xyo4u8uXC1ZmMpatF05PJ', 'id': '1Xyo4u8uXC1ZmMpatF05PJ', 'name': 'The Weeknd', 'type': 'artist', 'uri': 'spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ'}]",2022-06-05T03:11:04Z,0.537,0.587,7,-7.486,0.0771,0.0275,0.0,0.0961,0.365,149.748
368,368,I Like You (A Happier Song) (with Doja Cat),0O6u0VJ46W86TxN9wgyqDj,192840,https://open.spotify.com/track/0O6u0VJ46W86TxN9wgyqDj,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/246dkjvS1zLTtiykXe5h60'}, 'href': 'https://api.spotify.com/v1/artists/246dkjvS1zLTtiykXe5h60', 'id': '246dkjvS1zLTtiykXe5h60', 'name': 'Post Malone', 'type': 'artist', 'uri': 'spotify:artist:246dkjvS1zLTtiykXe5h60'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/5cj0lLjcoR7YOSnhnX0Po5'}, 'href': 'https://api.spotify.com/v1/artists/5cj0lLjcoR7YOSnhnX0Po5', 'id': '5cj0lLjcoR7YOSnhnX0Po5', 'name': 'Doja Cat', 'type': 'artist', 'uri': 'spotify:artist:5cj0lLjcoR7YOSnhnX0Po5'}]",2022-06-05T00:46:35Z,0.733,0.67,5,-6.009,0.0751,0.121,0.0,0.121,0.472,100.964
376,376,Tyler Herro,3w1WjD2zJqjBjDz5fwqQPJ,156578,https://open.spotify.com/track/3w1WjD2zJqjBjDz5fwqQPJ,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2LIk90788K0zvyj2JJVwkJ'}, 'href': 'https://api.spotify.com/v1/artists/2LIk90788K0zvyj2JJVwkJ', 'id': '2LIk90788K0zvyj2JJVwkJ', 'name': 'Jack Harlow', 'type': 'artist', 'uri': 'spotify:artist:2LIk90788K0zvyj2JJVwkJ'}]",2022-05-14T05:17:10Z,0.792,0.793,5,-6.185,0.0841,0.0872,0.0,0.22,0.775,123.031
377,377,WHEN THE LIGHTS GO OUT,1S9nEzVGgS8QkOC1sWYvHx,176489,https://open.spotify.com/track/1S9nEzVGgS8QkOC1sWYvHx,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3hOdow4ZPmrby7Q1wfPLEy'}, 'href': 'https://api.spotify.com/v1/artists/3hOdow4ZPmrby7Q1wfPLEy', 'id': '3hOdow4ZPmrby7Q1wfPLEy', 'name': 'Aries', 'type': 'artist', 'uri': 'spotify:artist:3hOdow4ZPmrby7Q1wfPLEy'}]",2022-05-14T05:13:06Z,0.731,0.647,6,-6.562,0.0484,0.164,0.00011,0.0881,0.352,89.977
