,Unnamed: 0,song_names,song_ids,duration,song_urls,artists,added_at,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
145,145,Toxicity,5jnJsaFikGCKyuqNP9gcwI,126967,https://open.spotify.com/track/5jnJsaFikGCKyuqNP9gcwI,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1lzugG0lqNh9nP6Fp2zG3c'}, 'href': 'https://api.spotify.com/v1/artists/1lzugG0lqNh9nP6Fp2zG3c', 'id': '1lzugG0lqNh9nP6Fp2zG3c', 'name': 'Global Dan', 'type': 'artist', 'uri': 'spotify:artist:1lzugG0lqNh9nP6Fp2zG3c'}]",2022-07-18T15:33:35Z,0.694,0.702,2,-6.342,0.0396,0.0504,0.0,0.154,0.645,154.913
182,182,Inside Out,2mzrBSA0RI0VOWwZxzHGnv,182000,https://open.spotify.com/track/2mzrBSA0RI0VOWwZxzHGnv,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3F0k8llOe3j1qhSEA6yeoe'}, 'href': 'https://api.spotify.com/v1/artists/3F0k8llOe3j1qhSEA6yeoe', 'id': '3F0k8llOe3j1qhSEA6yeoe', 'name': '30', 'type': 'artist', 'uri': 'spotify:artist:3F0k8llOe3j1qhSEA6yeoe'}]",2022-07-16T15:20:01Z,0.615,0.701,1,-4.223,0.0339,0.00422,8.16e-05,0.0635,0.525,91.987
205,205,the idea,6VN3dKYTClhY5eYQEnBehr,203972,https://open.spotify.com/track/6VN3dKYTClhY5eYQEnBehr,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2cFrymmkijnjDg9SS92EPM'}, 'href': 'https://api.spotify.com/v1/artists/2cFrymmkijnjDg9SS92EPM', 'id': '2cFrymmkijnjDg9SS92EPM', 'name': 'blackbear', 'type': 'artist', 'uri': 'spotify:artist:2cFrymmkijnjDg9SS92EPM'}]",2022-07-08T16:52:52Z,0.634,0.818,7,-3.576,0.0274,0.000823,0.0,0.166,0.485,109.03
235,235,Kokoroyohou,1pjXUZFaDSgf9wV1X76aXw,199995,https://open.spotify.com/track/1pjXUZFaDSgf9wV1X76aXw,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/58oPVy7oihAEXE0Ott6JOf'}, 'href': 'https://api.spotify.com/v1/artists/58oPVy7oihAEXE0Ott6JOf', 'id': '58oPVy7oihAEXE0Ott6JOf', 'name': 'Eve', 'type': 'artist', 'uri': 'spotify:artist:58oPVy7oihAEXE0Ott6JOf'}]",2022-06-26T23:01:37Z,0.718,0.831,3,-3.213,0.0758,0.116,0.0,0.305,0.761,142.942
238,238,Inochi No Tabekata,0maSUktGFelOHPjTP8c1Kd,224218,https://open.spotify.com/track/0maSUktGFelOHPjTP8c1Kd,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/58oPVy7oihAEXE0Ott6JOf'}, 'href': 'https://api.spotify.com/v1/artists/58oPVy7oihAEXE0Ott6JOf', 'id': '58oPVy7oihAEXE0Ott6JOf', 'name': 'Eve', 'type': 'artist', 'uri': 'spotify:artist:58oPVy7oihAEXE0Ott6JOf'}]",2022-06-26T13:58:09Z,0.541,0.823,6,-4.734,0.055,0.0073,1.82e-05,0.251,0.553,143.037
239,239,Bubble (feat. Uta),13EtMetztrji5zrka6Uzd3,226874,https://open.spotify.com/track/13EtMetztrji5zrka6Uzd3,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/58oPVy7oihAEXE0Ott6JOf'}, 'href': 'https://api.spotify.com/v1/artists/58oPVy7oihAEXE0Ott6JOf', 'id': '58oPVy7oihAEXE0Ott6JOf', 'name': 'Eve', 'type': 'artist', 'uri': 'spotify:artist:58oPVy7oihAEXE0Ott6JOf'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/4pkAI4ZpW8IhBWEEbjHq81'}, 'href': 'https://api.spotify.com/v1/artists/4pkAI4ZpW8IhBWEEbjHq81', 'id': '4pkAI4ZpW8IhBWEEbjHq81', 'name': 'Uta', 'type': 'artist', 'uri': 'spotify:artist:4pkAI4ZpW8IhBWEEbjHq81'}]",2022-06-26T13:53:28Z,0.541,0.803,5,-4.725,0.033,0.0134,0.0,0.101,0.442,146.0
241,241,Dramaturgy,72uSoNIf7eScfGZFQjNHrR,238181,https://open.spotify.com/track/72uSoNIf7eScfGZFQjNHrR,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/58oPVy7oihAEXE0Ott6JOf'}, 'href': 'https://api.spotify.com/v1/artists/58oPVy7oihAEXE0Ott6JOf', 'id': '58oPVy7oihAEXE0Ott6JOf', 'name': 'Eve', 'type': 'artist', 'uri': 'spotify:artist:58oPVy7oihAEXE0Ott6JOf'}]",2022-06-26T13:45:05Z,0.592,0.9,3,-1.73,0.0741,0.0192,0.0,0.172,0.706,149.018
244,244,サイサキ,5yMHjWC8xY3MvHl090qABC,217680,https://open.spotify.com/track/5yMHjWC8xY3MvHl090qABC,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/7rpKUJ0AnklJ8q9nIPVSpZ'}, 'href': 'https://api.spotify.com/v1/artists/7rpKUJ0AnklJ8q9nIPVSpZ', 'id': '7rpKUJ0AnklJ8q9nIPVSpZ', 'name': 'Reol', 'type': 'artist', 'uri': 'spotify:artist:7rpKUJ0AnklJ8q9nIPVSpZ'}]",2022-06-26T13:20:03Z,0.687,0.956,1,-2.81,0.057,0.00216,1.36e-05,0.335,0.855,104.978
259,259,Raison Detre,7dOGSR13vk5532IuIgKO4T,222245,https://open.spotify.com/track/7dOGSR13vk5532IuIgKO4T,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/58oPVy7oihAEXE0Ott6JOf'}, 'href': 'https://api.spotify.com/v1/artists/58oPVy7oihAEXE0Ott6JOf', 'id': '58oPVy7oihAEXE0Ott6JOf', 'name': 'Eve', 'type': 'artist', 'uri': 'spotify:artist:58oPVy7oihAEXE0Ott6JOf'}]",2022-06-26T12:14:06Z,0.54,0.802,2,-4.085,0.0473,0.000103,7.43e-06,0.179,0.553,152.018
265,265,灯火,0YdCBegk4nNMCOeuiY5L0k,178892,https://open.spotify.com/track/0YdCBegk4nNMCOeuiY5L0k,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2IUl3m1H1EQ7QfNbNWvgru'}, 'href': 'https://api.spotify.com/v1/artists/2IUl3m1H1EQ7QfNbNWvgru', 'id': '2IUl3m1H1EQ7QfNbNWvgru', 'name': 'Vaundy', 'type': 'artist', 'uri': 'spotify:artist:2IUl3m1H1EQ7QfNbNWvgru'}]",2022-06-24T14:21:16Z,0.627,0.67,4,-6.619,0.0368,0.0418,0.00213,0.0818,0.537,110.004
266,266,怪獣の花唄,5vsHrZWigs6aoWKjFZx3AL,224806,https://open.spotify.com/track/5vsHrZWigs6aoWKjFZx3AL,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2IUl3m1H1EQ7QfNbNWvgru'}, 'href': 'https://api.spotify.com/v1/artists/2IUl3m1H1EQ7QfNbNWvgru', 'id': '2IUl3m1H1EQ7QfNbNWvgru', 'name': 'Vaundy', 'type': 'artist', 'uri': 'spotify:artist:2IUl3m1H1EQ7QfNbNWvgru'}]",2022-06-24T14:11:17Z,0.425,0.939,2,-3.498,0.054,0.00361,0.0,0.331,0.638,150.015
267,267,泣き地蔵,2WHVKDG5Lj92IUijUno1ON,149500,https://open.spotify.com/track/2WHVKDG5Lj92IUijUno1ON,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2IUl3m1H1EQ7QfNbNWvgru'}, 'href': 'https://api.spotify.com/v1/artists/2IUl3m1H1EQ7QfNbNWvgru', 'id': '2IUl3m1H1EQ7QfNbNWvgru', 'name': 'Vaundy', 'type': 'artist', 'uri': 'spotify:artist:2IUl3m1H1EQ7QfNbNWvgru'}]",2022-06-24T14:03:21Z,0.638,0.861,7,-9.106,0.0497,0.000458,3.24e-05,0.196,0.747,119.99
271,271,花占い,4X34YVOtNvldHeEt6aLYDW,207555,https://open.spotify.com/track/4X34YVOtNvldHeEt6aLYDW,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2IUl3m1H1EQ7QfNbNWvgru'}, 'href': 'https://api.spotify.com/v1/artists/2IUl3m1H1EQ7QfNbNWvgru', 'id': '2IUl3m1H1EQ7QfNbNWvgru', 'name': 'Vaundy', 'type': 'artist', 'uri': 'spotify:artist:2IUl3m1H1EQ7QfNbNWvgru'}]",2022-06-24T13:44:33Z,0.662,0.789,7,-7.634,0.0305,0.0141,0.0,0.317,0.881,135.01
273,273,地球儀,6NffEVuGbmTvIpfSS93aMU,232786,https://open.spotify.com/track/6NffEVuGbmTvIpfSS93aMU,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0bAsR2unSRpn6BQPEnNlZm'}, 'href': 'https://api.spotify.com/v1/artists/0bAsR2unSRpn6BQPEnNlZm', 'id': '0bAsR2unSRpn6BQPEnNlZm', 'name': 'Aimer', 'type': 'artist', 'uri': 'spotify:artist:0bAsR2unSRpn6BQPEnNlZm'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/2IUl3m1H1EQ7QfNbNWvgru'}, 'href': 'https://api.spotify.com/v1/artists/2IUl3m1H1EQ7QfNbNWvgru', 'id': '2IUl3m1H1EQ7QfNbNWvgru', 'name': 'Vaundy', 'type': 'artist', 'uri': 'spotify:artist:2IUl3m1H1EQ7QfNbNWvgru'}]",2022-06-24T13:26:54Z,0.678,0.837,1,-5.367,0.0425,0.0129,4.2e-05,0.0711,0.916,100.058
282,282,Koino Uta,15St0qWPnH4xKflV39vk28,209898,https://open.spotify.com/track/15St0qWPnH4xKflV39vk28,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2j00CVYTPx6q9ANbmB2keb'}, 'href': 'https://api.spotify.com/v1/artists/2j00CVYTPx6q9ANbmB2keb', 'id': '2j00CVYTPx6q9ANbmB2keb', 'name': 'Yunomi', 'type': 'artist', 'uri': 'spotify:artist:2j00CVYTPx6q9ANbmB2keb'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/7i5JUEiIBlGHmiyJTS0y3A'}, 'href': 'https://api.spotify.com/v1/artists/7i5JUEiIBlGHmiyJTS0y3A', 'id': '7i5JUEiIBlGHmiyJTS0y3A', 'name': 'Tsukasa Yuzaki', 'type': 'artist', 'uri': 'spotify:artist:7i5JUEiIBlGHmiyJTS0y3A'}]",2022-06-19T05:22:57Z,0.633,0.839,0,-6.302,0.0488,0.0281,0.00124,0.0823,0.371,160.018
283,283,again,6jBNUlTbv3fyn5t4izsdMa,255213,https://open.spotify.com/track/6jBNUlTbv3fyn5t4izsdMa,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5WBO8UyOuJ1l7ZBqqBimpO'}, 'href': 'https://api.spotify.com/v1/artists/5WBO8UyOuJ1l7ZBqqBimpO', 'id': '5WBO8UyOuJ1l7ZBqqBimpO', 'name': 'YUI', 'type': 'artist', 'uri': 'spotify:artist:5WBO8UyOuJ1l7ZBqqBimpO'}]",2022-06-19T05:22:56Z,0.62,0.836,4,-4.27,0.0354,0.0427,0.0,0.337,0.546,140.073
285,285,A Cruel Angel's Thesis (Director's Edit Version),3x4378ztiLvFmm2nuzEI0C,245093,https://open.spotify.com/track/3x4378ztiLvFmm2nuzEI0C,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2RSmBT9gH02j53dMSw982t'}, 'href': 'https://api.spotify.com/v1/artists/2RSmBT9gH02j53dMSw982t', 'id': '2RSmBT9gH02j53dMSw982t', 'name': 'Yoko Takahashi', 'type': 'artist', 'uri': 'spotify:artist:2RSmBT9gH02j53dMSw982t'}]",2022-06-19T05:22:54Z,0.646,0.677,0,-9.477,0.0432,0.0337,2e-06,0.13,0.588,128.125
286,286,夜に駆ける,3dPtXHP0oXQ4HCWHsOA9js,261013,https://open.spotify.com/track/3dPtXHP0oXQ4HCWHsOA9js,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/64tJ2EAv1R6UaZqc4iOCyj'}, 'href': 'https://api.spotify.com/v1/artists/64tJ2EAv1R6UaZqc4iOCyj', 'id': '64tJ2EAv1R6UaZqc4iOCyj', 'name': 'YOASOBI', 'type': 'artist', 'uri': 'spotify:artist:64tJ2EAv1R6UaZqc4iOCyj'}]",2022-06-19T05:22:53Z,0.67,0.874,8,-5.221,0.0305,0.00231,1.72e-05,0.3,0.789,130.041
287,287,もう少しだけ,2pXmohBUnD5Li93sgpbPSg,220200,https://open.spotify.com/track/2pXmohBUnD5Li93sgpbPSg,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/64tJ2EAv1R6UaZqc4iOCyj'}, 'href': 'https://api.spotify.com/v1/artists/64tJ2EAv1R6UaZqc4iOCyj', 'id': '64tJ2EAv1R6UaZqc4iOCyj', 'name': 'YOASOBI', 'type': 'artist', 'uri': 'spotify:artist:64tJ2EAv1R6UaZqc4iOCyj'}]",2022-06-19T05:22:52Z,0.675,0.746,8,-5.531,0.0288,0.12,0.0,0.121,0.533,99.99
289,289,ハルジオン,7HneEBTvTra2CRYsxgMOAi,198000,https://open.spotify.com/track/7HneEBTvTra2CRYsxgMOAi,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/64tJ2EAv1R6UaZqc4iOCyj'}, 'href': 'https://api.spotify.com/v1/artists/64tJ2EAv1R6UaZqc4iOCyj', 'id': '64tJ2EAv1R6UaZqc4iOCyj', 'name': 'YOASOBI', 'type': 'artist', 'uri': 'spotify:artist:64tJ2EAv1R6UaZqc4iOCyj'}]",2022-06-19T05:22:48Z,0.686,0.902,0,-2.657,0.034,0.0591,0.0,0.333,0.901,130.02
294,294,Romance,0dSPApaBoWn6SA4GKWq9QK,166426,https://open.spotify.com/track/0dSPApaBoWn6SA4GKWq9QK,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/64tJ2EAv1R6UaZqc4iOCyj'}, 'href': 'https://api.spotify.com/v1/artists/64tJ2EAv1R6UaZqc4iOCyj', 'id': '64tJ2EAv1R6UaZqc4iOCyj', 'name': 'YOASOBI', 'type': 'artist', 'uri': 'spotify:artist:64tJ2EAv1R6UaZqc4iOCyj'}]",2022-06-19T05:22:42Z,0.643,0.945,1,-2.095,0.0445,0.0889,0.0,0.271,0.853,130.001
295,295,三原色,2F9iSs6DypVQu26t5uaeFM,220253,https://open.spotify.com/track/2F9iSs6DypVQu26t5uaeFM,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/64tJ2EAv1R6UaZqc4iOCyj'}, 'href': 'https://api.spotify.com/v1/artists/64tJ2EAv1R6UaZqc4iOCyj', 'id': '64tJ2EAv1R6UaZqc4iOCyj', 'name': 'YOASOBI', 'type': 'artist', 'uri': 'spotify:artist:64tJ2EAv1R6UaZqc4iOCyj'}]",2022-06-19T05:22:41Z,0.666,0.923,5,-2.362,0.0712,0.0836,0.0,0.315,0.861,128.014
297,297,ハルカ,5D9MPWdY2hjSeTIGE5n5kv,243613,https://open.spotify.com/track/5D9MPWdY2hjSeTIGE5n5kv,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/64tJ2EAv1R6UaZqc4iOCyj'}, 'href': 'https://api.spotify.com/v1/artists/64tJ2EAv1R6UaZqc4iOCyj', 'id': '64tJ2EAv1R6UaZqc4iOCyj', 'name': 'YOASOBI', 'type': 'artist', 'uri': 'spotify:artist:64tJ2EAv1R6UaZqc4iOCyj'}]",2022-06-19T05:22:38Z,0.712,0.817,1,-5.123,0.0279,0.0717,7.21e-06,0.146,0.679,100.016
301,301,HERO,7C4pZa37R3hTIA4NWzbj9W,200413,https://open.spotify.com/track/7C4pZa37R3hTIA4NWzbj9W,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2IUl3m1H1EQ7QfNbNWvgru'}, 'href': 'https://api.spotify.com/v1/artists/2IUl3m1H1EQ7QfNbNWvgru', 'id': '2IUl3m1H1EQ7QfNbNWvgru', 'name': 'Vaundy', 'type': 'artist', 'uri': 'spotify:artist:2IUl3m1H1EQ7QfNbNWvgru'}]",2022-06-19T05:22:32Z,0.555,0.789,7,-5.977,0.0475,0.000749,0.000184,0.0974,0.61,110.021
307,307,forget-me-not,3A4Najtnflk9RIdkM34Njs,266560,https://open.spotify.com/track/3A4Najtnflk9RIdkM34Njs,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2SIBY7Jwq1kYng12Zguo3C'}, 'href': 'https://api.spotify.com/v1/artists/2SIBY7Jwq1kYng12Zguo3C', 'id': '2SIBY7Jwq1kYng12Zguo3C', 'name': 'ReoNa', 'type': 'artist', 'uri': 'spotify:artist:2SIBY7Jwq1kYng12Zguo3C'}]",2022-06-19T05:22:21Z,0.462,0.918,5,-3.865,0.0833,0.0044,1.13e-06,0.307,0.518,147.954
308,308,センチメートル,5hbg2YisSRgoGG85pl0g1F,227040,https://open.spotify.com/track/5hbg2YisSRgoGG85pl0g1F,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3imCOAQnI4fF5dsncQqLBW'}, 'href': 'https://api.spotify.com/v1/artists/3imCOAQnI4fF5dsncQqLBW', 'id': '3imCOAQnI4fF5dsncQqLBW', 'name': 'the peggies', 'type': 'artist', 'uri': 'spotify:artist:3imCOAQnI4fF5dsncQqLBW'}]",2022-06-19T05:22:18Z,0.563,0.924,2,-2.367,0.0351,0.0042,0.0,0.206,0.847,139.939
309,309,真夜中のドア〜stay with me - Original Club Mix Mixed by D.O.I,7gT9tZRzb2YEBvDIGvBIvZ,346093,https://open.spotify.com/track/7gT9tZRzb2YEBvDIGvBIvZ,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4hUmsYcvD8C5zuVSP93jb1'}, 'href': 'https://api.spotify.com/v1/artists/4hUmsYcvD8C5zuVSP93jb1', 'id': '4hUmsYcvD8C5zuVSP93jb1', 'name': 'Miki Matsubara', 'type': 'artist', 'uri': 'spotify:artist:4hUmsYcvD8C5zuVSP93jb1'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/3rBUgi6W4FTHPoVFBpmVY3'}, 'href': 'https://api.spotify.com/v1/artists/3rBUgi6W4FTHPoVFBpmVY3', 'id': '3rBUgi6W4FTHPoVFBpmVY3', 'name': 'D.O.I', 'type': 'artist', 'uri': 'spotify:artist:3rBUgi6W4FTHPoVFBpmVY3'}]",2022-06-19T05:22:08Z,0.675,0.666,5,-9.612,0.0297,0.0543,7.55e-05,0.122,0.832,108.34
314,314,ブルーバード,2XpV9sHBexcNrz0Gyf3l18,215706,https://open.spotify.com/track/2XpV9sHBexcNrz0Gyf3l18,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5YneEA2nLtAhkD5t2769lZ'}, 'href': 'https://api.spotify.com/v1/artists/5YneEA2nLtAhkD5t2769lZ', 'id': '5YneEA2nLtAhkD5t2769lZ', 'name': 'Ikimonogakari', 'type': 'artist', 'uri': 'spotify:artist:5YneEA2nLtAhkD5t2769lZ'}]",2022-06-19T05:21:54Z,0.536,0.966,6,-2.929,0.0558,0.121,0.0,0.0477,0.849,152.076
