,Unnamed: 0,song_names,song_ids,duration,song_urls,artists,added_at,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
103,103,I Find It Hard,3HXMz5tYDJtmNonmSgHHDQ,178853,https://open.spotify.com/track/3HXMz5tYDJtmNonmSgHHDQ,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6ASri4ePR7RlsvIQgWPJpS'}, 'href': 'https://api.spotify.com/v1/artists/6ASri4ePR7RlsvIQgWPJpS', 'id': '6ASri4ePR7RlsvIQgWPJpS', 'name': 'iann dior', 'type': 'artist', 'uri': 'spotify:artist:6ASri4ePR7RlsvIQgWPJpS'}]",2022-07-30T17:13:53Z,0.737,0.619,1,-4.568,0.114,0.0574,0.0,0.0807,0.539,152.023
107,107,Flaws And Sins,0flSGzqHO12p9fU9kqaHGE,218348,https://open.spotify.com/track/0flSGzqHO12p9fU9kqaHGE,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4MCBfE4596Uoi2O4DtmEMz'}, 'href': 'https://api.spotify.com/v1/artists/4MCBfE4596Uoi2O4DtmEMz', 'id': '4MCBfE4596Uoi2O4DtmEMz', 'name': 'Juice WRLD', 'type': 'artist', 'uri': 'spotify:artist:4MCBfE4596Uoi2O4DtmEMz'}]",2022-07-28T14:28:54Z,0.709,0.662,8,-4.55,0.0767,0.00966,0.0,0.108,0.439,150.047
130,130,Wake Up,2CXF3c5KrBsXZygtyQJtq9,158316,https://open.spotify.com/track/2CXF3c5KrBsXZygtyQJtq9,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/26JloX1vHxGGrGUVeMItFJ'}, 'href': 'https://api.spotify.com/v1/artists/26JloX1vHxGGrGUVeMItFJ', 'id': '26JloX1vHxGGrGUVeMItFJ', 'name': 'iamjakehill', 'type': 'artist', 'uri': 'spotify:artist:26JloX1vHxGGrGUVeMItFJ'}]",2022-07-24T16:39:57Z,0.775,0.658,2,-5.119,0.175,0.0988,0.0,0.111,0.325,139.978
145,145,Toxicity,5jnJsaFikGCKyuqNP9gcwI,126967,https://open.spotify.com/track/5jnJsaFikGCKyuqNP9gcwI,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1lzugG0lqNh9nP6Fp2zG3c'}, 'href': 'https://api.spotify.com/v1/artists/1lzugG0lqNh9nP6Fp2zG3c', 'id': '1lzugG0lqNh9nP6Fp2zG3c', 'name': 'Global Dan', 'type': 'artist', 'uri': 'spotify:artist:1lzugG0lqNh9nP6Fp2zG3c'}]",2022-07-18T15:33:35Z,0.694,0.702,2,-6.342,0.0396,0.0504,0.0,0.154,0.645,154.913
155,155,Smile (with The Weeknd),1EIsJed40cd7Bcv8SXVdqA,196180,https://open.spotify.com/track/1EIsJed40cd7Bcv8SXVdqA,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4MCBfE4596Uoi2O4DtmEMz'}, 'href': 'https://api.spotify.com/v1/artists/4MCBfE4596Uoi2O4DtmEMz', 'id': '4MCBfE4596Uoi2O4DtmEMz', 'name': 'Juice WRLD', 'type': 'artist', 'uri': 'spotify:artist:4MCBfE4596Uoi2O4DtmEMz'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/1Xyo4u8uXC1ZmMpatF05PJ'}, 'href': 'https://api.spotify.com/v1/artists/1Xyo4u8uXC1ZmMpatF05PJ', 'id': '1Xyo4u8uXC1ZmMpatF05PJ', 'name': 'The Weeknd', 'type': 'artist', 'uri': 'spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ'}]",2022-07-18T13:02:07Z,0.694,0.685,6,-6.535,0.133,0.224,0.0,0.124,0.306,158.831
172,172,1400 / 999 Freestyle,75lcPkAkUsKWHGBlGM476R,175954,https://open.spotify.com/track/75lcPkAkUsKWHGBlGM476R,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6Xgp2XMz1fhVYe7i6yNAax'}, 'href': 'https://api.spotify.com/v1/artists/6Xgp2XMz1fhVYe7i6yNAax', 'id': '6Xgp2XMz1fhVYe7i6yNAax', 'name': 'Trippie Redd', 'type': 'artist', 'uri': 'spotify:artist:6Xgp2XMz1fhVYe7i6yNAax'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/4MCBfE4596Uoi2O4DtmEMz'}, 'href': 'https://api.spotify.com/v1/artists/4MCBfE4596Uoi2O4DtmEMz', 'id': '4MCBfE4596Uoi2O4DtmEMz', 'name': 'Juice WRLD', 'type': 'artist', 'uri': 'spotify:artist:4MCBfE4596Uoi2O4DtmEMz'}]",2022-07-17T01:22:33Z,0.825,0.572,6,-6.067,0.0864,0.0079,0.0,0.113,0.568,141.991
196,196,Time (feat. G-Eazy & Olivver the Kid),1UmqCjLXjTwPmuTeaopDQh,235240,https://open.spotify.com/track/1UmqCjLXjTwPmuTeaopDQh,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/00Z3UDoAQwzvGu13HoAM7J'}, 'href': 'https://api.spotify.com/v1/artists/00Z3UDoAQwzvGu13HoAM7J', 'id': '00Z3UDoAQwzvGu13HoAM7J', 'name': 'Skizzy Mars', 'type': 'artist', 'uri': 'spotify:artist:00Z3UDoAQwzvGu13HoAM7J'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/02kJSzxNuaWGqwubyUba0Z'}, 'href': 'https://api.spotify.com/v1/artists/02kJSzxNuaWGqwubyUba0Z', 'id': '02kJSzxNuaWGqwubyUba0Z', 'name': 'G-Eazy', 'type': 'artist', 'uri': 'spotify:artist:02kJSzxNuaWGqwubyUba0Z'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/3SoOohS0zlj8nLdGmhrKA7'}, 'href': 'https://api.spotify.com/v1/artists/3SoOohS0zlj8nLdGmhrKA7', 'id': '3SoOohS0zlj8nLdGmhrKA7', 'name': 'Olivver the Kid', 'type': 'artist', 'uri': 'spotify:artist:3SoOohS0zlj8nLdGmhrKA7'}]",2022-07-16T13:15:01Z,0.711,0.65,9,-7.186,0.191,0.0182,0.0,0.0948,0.386,95.814
198,198,Girl on a Train,6M1nfYPKy7DRk3IrhFVViQ,182547,https://open.spotify.com/track/6M1nfYPKy7DRk3IrhFVViQ,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/00Z3UDoAQwzvGu13HoAM7J'}, 'href': 'https://api.spotify.com/v1/artists/00Z3UDoAQwzvGu13HoAM7J', 'id': '00Z3UDoAQwzvGu13HoAM7J', 'name': 'Skizzy Mars', 'type': 'artist', 'uri': 'spotify:artist:00Z3UDoAQwzvGu13HoAM7J'}]",2022-07-16T13:10:10Z,0.711,0.678,9,-6.398,0.0476,0.219,0.0,0.176,0.615,94.04
243,243,金字塔,02HNBwIheiZAuzC8p1QBPn,207733,https://open.spotify.com/track/02HNBwIheiZAuzC8p1QBPn,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/7rpKUJ0AnklJ8q9nIPVSpZ'}, 'href': 'https://api.spotify.com/v1/artists/7rpKUJ0AnklJ8q9nIPVSpZ', 'id': '7rpKUJ0AnklJ8q9nIPVSpZ', 'name': 'Reol', 'type': 'artist', 'uri': 'spotify:artist:7rpKUJ0AnklJ8q9nIPVSpZ'}]",2022-06-26T13:23:56Z,0.743,0.812,6,-3.528,0.0445,0.0244,5.79e-05,0.0892,0.641,127.992
287,287,もう少しだけ,2pXmohBUnD5Li93sgpbPSg,220200,https://open.spotify.com/track/2pXmohBUnD5Li93sgpbPSg,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/64tJ2EAv1R6UaZqc4iOCyj'}, 'href': 'https://api.spotify.com/v1/artists/64tJ2EAv1R6UaZqc4iOCyj', 'id': '64tJ2EAv1R6UaZqc4iOCyj', 'name': 'YOASOBI', 'type': 'artist', 'uri': 'spotify:artist:64tJ2EAv1R6UaZqc4iOCyj'}]",2022-06-19T05:22:52Z,0.675,0.746,8,-5.531,0.0288,0.12,0.0,0.121,0.533,99.99
320,320,Undefeated,0A8XIdWLzCrig73zlqSvfD,148346,https://open.spotify.com/track/0A8XIdWLzCrig73zlqSvfD,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2rWCIhENZyPVDAeFC0ESWN'}, 'href': 'https://api.spotify.com/v1/artists/2rWCIhENZyPVDAeFC0ESWN', 'id': '2rWCIhENZyPVDAeFC0ESWN', 'name': 'Josh A', 'type': 'artist', 'uri': 'spotify:artist:2rWCIhENZyPVDAeFC0ESWN'}]",2022-06-18T16:28:42Z,0.668,0.739,6,-6.621,0.245,0.0889,0.0,0.138,0.348,154.941
326,326,Bipolar,6CNhRZb2Q76Idk24Qhgew2,134069,https://open.spotify.com/track/6CNhRZb2Q76Idk24Qhgew2,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2rWCIhENZyPVDAeFC0ESWN'}, 'href': 'https://api.spotify.com/v1/artists/2rWCIhENZyPVDAeFC0ESWN', 'id': '2rWCIhENZyPVDAeFC0ESWN', 'name': 'Josh A', 'type': 'artist', 'uri': 'spotify:artist:2rWCIhENZyPVDAeFC0ESWN'}]",2022-06-18T15:56:11Z,0.736,0.776,2,-7.486,0.264,0.262,0.0,0.19,0.399,142.868
334,334,Blur,16Azhyv8164hYxI8Ax3F5k,131428,https://open.spotify.com/track/16Azhyv8164hYxI8Ax3F5k,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5yw4tA8D5uG7tT3NaDvq10'}, 'href': 'https://api.spotify.com/v1/artists/5yw4tA8D5uG7tT3NaDvq10', 'id': '5yw4tA8D5uG7tT3NaDvq10', 'name': 'Stellar', 'type': 'artist', 'uri': 'spotify:artist:5yw4tA8D5uG7tT3NaDvq10'}]",2022-06-16T22:09:12Z,0.834,0.6,5,-5.433,0.0313,0.245,0.0,0.0694,0.694,125.954
335,335,El Dorado,3p94RpSxQdZocUfrzpemmm,136000,https://open.spotify.com/track/3p94RpSxQdZocUfrzpemmm,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5yw4tA8D5uG7tT3NaDvq10'}, 'href': 'https://api.spotify.com/v1/artists/5yw4tA8D5uG7tT3NaDvq10', 'id': '5yw4tA8D5uG7tT3NaDvq10', 'name': 'Stellar', 'type': 'artist', 'uri': 'spotify:artist:5yw4tA8D5uG7tT3NaDvq10'}]",2022-06-16T22:08:37Z,0.744,0.714,9,-6.09,0.0333,0.132,0.0,0.262,0.614,119.964
336,336,Ashes,3Pj6u2KTgepyyidp5xfbHp,166355,https://open.spotify.com/track/3Pj6u2KTgepyyidp5xfbHp,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5yw4tA8D5uG7tT3NaDvq10'}, 'href': 'https://api.spotify.com/v1/artists/5yw4tA8D5uG7tT3NaDvq10', 'id': '5yw4tA8D5uG7tT3NaDvq10', 'name': 'Stellar', 'type': 'artist', 'uri': 'spotify:artist:5yw4tA8D5uG7tT3NaDvq10'}]",2022-06-16T22:07:24Z,0.712,0.568,5,-7.864,0.0546,0.0947,0.0,0.169,0.46,130.019
338,338,OH MY LORD (feat. 24kGoldn),1hQTaxMocyO7uH3Mko9Tn2,147022,https://open.spotify.com/track/1hQTaxMocyO7uH3Mko9Tn2,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0vRvGUQVUjytro0xpb26bs'}, 'href': 'https://api.spotify.com/v1/artists/0vRvGUQVUjytro0xpb26bs', 'id': '0vRvGUQVUjytro0xpb26bs', 'name': 'Arizona Zervas', 'type': 'artist', 'uri': 'spotify:artist:0vRvGUQVUjytro0xpb26bs'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/6fWVd57NKTalqvmjRd2t8Z'}, 'href': 'https://api.spotify.com/v1/artists/6fWVd57NKTalqvmjRd2t8Z', 'id': '6fWVd57NKTalqvmjRd2t8Z', 'name': '24kGoldn', 'type': 'artist', 'uri': 'spotify:artist:6fWVd57NKTalqvmjRd2t8Z'}]",2022-06-15T00:47:24Z,0.8,0.525,6,-6.519,0.274,0.252,0.0,0.142,0.553,93.983
340,340,Counting Stars,6sy3LkhNFjJWlaeSMNwQ62,257839,https://open.spotify.com/track/6sy3LkhNFjJWlaeSMNwQ62,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5Pwc4xIPtQLFEnJriah9YJ'}, 'href': 'https://api.spotify.com/v1/artists/5Pwc4xIPtQLFEnJriah9YJ', 'id': '5Pwc4xIPtQLFEnJriah9YJ', 'name': 'OneRepublic', 'type': 'artist', 'uri': 'spotify:artist:5Pwc4xIPtQLFEnJriah9YJ'}]",2022-06-05T06:05:17Z,0.664,0.705,1,-4.972,0.0382,0.0654,0.0,0.115,0.477,122.017
353,353,Reminder,37F0uwRSrdzkBiuj0D5UHI,218880,https://open.spotify.com/track/37F0uwRSrdzkBiuj0D5UHI,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1Xyo4u8uXC1ZmMpatF05PJ'}, 'href': 'https://api.spotify.com/v1/artists/1Xyo4u8uXC1ZmMpatF05PJ', 'id': '1Xyo4u8uXC1ZmMpatF05PJ', 'name': 'The Weeknd', 'type': 'artist', 'uri': 'spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ'}]",2022-06-05T02:42:04Z,0.706,0.505,8,-6.923,0.193,0.142,0.0,0.164,0.388,160.053
368,368,I Like You (A Happier Song) (with Doja Cat),0O6u0VJ46W86TxN9wgyqDj,192840,https://open.spotify.com/track/0O6u0VJ46W86TxN9wgyqDj,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/246dkjvS1zLTtiykXe5h60'}, 'href': 'https://api.spotify.com/v1/artists/246dkjvS1zLTtiykXe5h60', 'id': '246dkjvS1zLTtiykXe5h60', 'name': 'Post Malone', 'type': 'artist', 'uri': 'spotify:artist:246dkjvS1zLTtiykXe5h60'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/5cj0lLjcoR7YOSnhnX0Po5'}, 'href': 'https://api.spotify.com/v1/artists/5cj0lLjcoR7YOSnhnX0Po5', 'id': '5cj0lLjcoR7YOSnhnX0Po5', 'name': 'Doja Cat', 'type': 'artist', 'uri': 'spotify:artist:5cj0lLjcoR7YOSnhnX0Po5'}]",2022-06-05T00:46:35Z,0.733,0.67,5,-6.009,0.0751,0.121,0.0,0.121,0.472,100.964
376,376,Tyler Herro,3w1WjD2zJqjBjDz5fwqQPJ,156578,https://open.spotify.com/track/3w1WjD2zJqjBjDz5fwqQPJ,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2LIk90788K0zvyj2JJVwkJ'}, 'href': 'https://api.spotify.com/v1/artists/2LIk90788K0zvyj2JJVwkJ', 'id': '2LIk90788K0zvyj2JJVwkJ', 'name': 'Jack Harlow', 'type': 'artist', 'uri': 'spotify:artist:2LIk90788K0zvyj2JJVwkJ'}]",2022-05-14T05:17:10Z,0.792,0.793,5,-6.185,0.0841,0.0872,0.0,0.22,0.775,123.031
378,378,CONVERSATIONS,32FMAbZAzs3D70UuvnN6y4,164174,https://open.spotify.com/track/32FMAbZAzs3D70UuvnN6y4,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3hOdow4ZPmrby7Q1wfPLEy'}, 'href': 'https://api.spotify.com/v1/artists/3hOdow4ZPmrby7Q1wfPLEy', 'id': '3hOdow4ZPmrby7Q1wfPLEy', 'name': 'Aries', 'type': 'artist', 'uri': 'spotify:artist:3hOdow4ZPmrby7Q1wfPLEy'}]",2022-05-14T05:10:16Z,0.674,0.721,7,-6.489,0.0293,0.13,9.57e-05,0.0464,0.757,132.053
379,379,UP,2yayJdN0THmDy3Cco1TZtI,211687,https://open.spotify.com/track/2yayJdN0THmDy3Cco1TZtI,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2AfU5LYBVCiCtuCCfM7uVX'}, 'href': 'https://api.spotify.com/v1/artists/2AfU5LYBVCiCtuCCfM7uVX', 'id': '2AfU5LYBVCiCtuCCfM7uVX', 'name': 'Kota the Friend', 'type': 'artist', 'uri': 'spotify:artist:2AfU5LYBVCiCtuCCfM7uVX'}]",2022-05-14T05:08:20Z,0.73,0.718,9,-4.661,0.241,0.225,0.0,0.198,0.494,119.962
382,382,State Fair,0PyJRNmJvJJ5OmffwQf5we,194526,https://open.spotify.com/track/0PyJRNmJvJJ5OmffwQf5we,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2LIk90788K0zvyj2JJVwkJ'}, 'href': 'https://api.spotify.com/v1/artists/2LIk90788K0zvyj2JJVwkJ', 'id': '2LIk90788K0zvyj2JJVwkJ', 'name': 'Jack Harlow', 'type': 'artist', 'uri': 'spotify:artist:2LIk90788K0zvyj2JJVwkJ'}]",2022-05-14T04:47:06Z,0.846,0.603,6,-6.41,0.187,0.16,0.0,0.198,0.598,95.032
387,387,Movie Star (feat. Pharrell Williams),3u8bblcJtOxxmGzJrviWLp,142590,https://open.spotify.com/track/3u8bblcJtOxxmGzJrviWLp,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2LIk90788K0zvyj2JJVwkJ'}, 'href': 'https://api.spotify.com/v1/artists/2LIk90788K0zvyj2JJVwkJ', 'id': '2LIk90788K0zvyj2JJVwkJ', 'name': 'Jack Harlow', 'type': 'artist', 'uri': 'spotify:artist:2LIk90788K0zvyj2JJVwkJ'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/2RdwBSPQiwcmiDo9kixcl8'}, 'href': 'https://api.spotify.com/v1/artists/2RdwBSPQiwcmiDo9kixcl8', 'id': '2RdwBSPQiwcmiDo9kixcl8', 'name': 'Pharrell Williams', 'type': 'artist', 'uri': 'spotify:artist:2RdwBSPQiwcmiDo9kixcl8'}]",2022-05-14T04:36:14Z,0.829,0.488,8,-7.275,0.183,0.00461,0.0,0.107,0.551,93.199
410,410,"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)",4X5f3vT8MRuXF68pfjNte5,233786,https://open.spotify.com/track/4X5f3vT8MRuXF68pfjNte5,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/13ubrt8QOOCPljQ2FL1Kca'}, 'href': 'https://api.spotify.com/v1/artists/13ubrt8QOOCPljQ2FL1Kca', 'id': '13ubrt8QOOCPljQ2FL1Kca', 'name': 'A$AP Rocky', 'type': 'artist', 'uri': 'spotify:artist:13ubrt8QOOCPljQ2FL1Kca'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/3TVXtAsR1Inumwj472S9r4'}, 'href': 'https://api.spotify.com/v1/artists/3TVXtAsR1Inumwj472S9r4', 'id': '3TVXtAsR1Inumwj472S9r4', 'name': 'Drake', 'type': 'artist', 'uri': 'spotify:artist:3TVXtAsR1Inumwj472S9r4'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/17lzZA2AlOHwCwFALHttmp'}, 'href': 'https://api.spotify.com/v1/artists/17lzZA2AlOHwCwFALHttmp', 'id': '17lzZA2AlOHwCwFALHttmp', 'name': '2 Chainz', 'type': 'artist', 'uri': 'spotify:artist:17lzZA2AlOHwCwFALHttmp'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/2YZyLoL8N0Wb9xBt1NhZWg'}, 'href': 'https://api.spotify.com/v1/artists/2YZyLoL8N0Wb9xBt1NhZWg', 'id': '2YZyLoL8N0Wb9xBt1NhZWg', 'name': 'Kendrick Lamar', 'type': 'artist', 'uri': 'spotify:artist:2YZyLoL8N0Wb9xBt1NhZWg'}]",2022-04-22T21:05:52Z,0.853,0.693,1,-6.87,0.275,0.0239,0.0,0.11,0.662,95.967
418,418,Chemistry,7niut1GcKrCVZe4mx7Tqp8,133333,https://open.spotify.com/track/7niut1GcKrCVZe4mx7Tqp8,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4Ga1P7PMIsmqEZqhYZQgDo'}, 'href': 'https://api.spotify.com/v1/artists/4Ga1P7PMIsmqEZqhYZQgDo', 'id': '4Ga1P7PMIsmqEZqhYZQgDo', 'name': 'Lil Tecca', 'type': 'artist', 'uri': 'spotify:artist:4Ga1P7PMIsmqEZqhYZQgDo'}]",2022-04-22T01:53:41Z,0.804,0.464,8,-8.976,0.273,0.203,0.0,0.0933,0.517,104.954
440,440,Bad Dream,4vDGc8mD9kHbC2Yy6pF6SE,147840,https://open.spotify.com/track/4vDGc8mD9kHbC2Yy6pF6SE,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5yw4tA8D5uG7tT3NaDvq10'}, 'href': 'https://api.spotify.com/v1/artists/5yw4tA8D5uG7tT3NaDvq10', 'id': '5yw4tA8D5uG7tT3NaDvq10', 'name': 'Stellar', 'type': 'artist', 'uri': 'spotify:artist:5yw4tA8D5uG7tT3NaDvq10'}]",2022-04-13T22:55:13Z,0.731,0.746,8,-3.43,0.0311,0.00104,5.73e-06,0.117,0.555,125.016
